0,-4,-198,-34
3,-13,-187,-23
6,-26,-158,-4
9,-22,-152,7
12,-21,-110,19
15,-14,-65,38
18,-15,-21,26
21,-6,-10,-22
24,-549,479,28
27,-232,-330,-86
30,-693,-1187,-49
33,-551,-863,-92
36,271,-2987,-1227
39,584,-3064,-198
42,505,-3457,1596
45,-628,-1938,1099
48,-1297,733,-6
51,-1938,7602,-1832
54,-221,5892,-1745
57,-288,2131,-520
60,1363,2240,59
63,1162,1698,652
66,123,-767,590
69,-147,-254,-277
72,2,-1966,-1075
75,-4,-2270,-931
78,188,-2454,-744
81,533,-3208,85
84,759,-2707,238
87,579,-377,441
89,143,-54,364
92,-76,-246,500
95,-31,-111,889
98,345,265,588
101,493,594,453
104,254,164,137
107,-498,1336,135
110,-553,1167,250
114,-289,776,-563
117,-278,-156,-710
120,-190,-622,-1031
123,-244,-780,-996
126,-74,-1067,-431
129,-152,-948,-479
132,286,-123,-216
135,447,-76,208
138,414,91,510
141,109,-304,589
143,29,-557,521
146,-21,-744,450
149,-103,-24,454
152,-156,389,697
155,-321,262,694
159,-329,397,548
162,-212,334,245
165,25,372,-515
168,-30,563,-826
171,-32,459,-725
174,72,189,-525
177,188,-940,-42
180,235,-1006,148
183,305,-778,185
186,345,-823,-68
189,186,-625,-229
192,1,-222,-407
195,-111,-78,-272
198,-245,-255,-58
201,-306,-62,167
204,-294,212,444
207,-257,31,621
210,-211,-147,616
213,-167,187,510
216,64,393,66
219,129,470,-100
222,300,426,-426
225,299,110,-508
228,243,-431,-460
231,19,-786,-182
234,-71,-892,-151
237,1,-906,-145
240,86,-629,-183
243,73,-249,-157
246,-78,-142,206
249,-123,-81,307
252,-42,240,273
255,23,489,213
258,-9,504,127
260,-270,401,222
263,-360,284,258
266,-391,-36,273
269,-58,-457,20
272,136,-557,-160
275,232,-107,-338
278,133,-186,-281
281,100,-446,-236
284,217,-504,-124
287,314,-209,-65
290,353,93,-154
293,197,53,-301
296,28,-5,-270
299,-147,-174,-76
302,-363,-186,20
305,-377,-253,52
308,-115,-258,182
311,-47,-91,284
314,-219,23,453
317,-270,20,539
320,-199,57,601
323,-34,-19,355
326,100,-35,145
328,253,174,14
332,138,181,-397
335,42,-241,-629
338,101,-491,-715
341,170,-609,-552
344,136,-463,-106
347,92,-318,21
350,28,-173,95
353,-56,-177,179
356,-125,-225,183
359,-73,-192,111
362,-31,16,117
365,-12,302,94
367,-123,525,21
370,-160,341,50
373,-185,-52,63
376,-161,-421,115
379,-96,-386,206
382,-15,-285,243
385,122,-131,136
388,137,-200,11
391,94,-252,-261
394,54,-289,-400
397,43,-143,-394
400,199,-21,-318
403,207,14,-176
406,-21,-28,-8
409,-105,-140,52
412,-137,-248,162
415,-143,-208,197
418,-105,-108,99
421,-63,-102,34
424,-83,-155,73
427,-132,-116,121
430,-130,-83,167
433,-20,-76,156
436,105,17,55
439,73,53,-8
442,38,47,-74
444,-10,-156,-151
448,-34,-310,-199
451,3,-515,-252
454,182,-464,-181
457,164,-312,-89
460,-31,8,92
462,-57,56,165
465,-38,-29,160
468,-40,-44,-43
471,-66,5,-150
474,-96,12,-134
477,-104,-16,-53
480,-98,-80,81
484,-13,-214,114
487,28,-364,225
490,28,-305,197
493,10,-8,190
496,0,10,117
499,-21,-119,-8
502,-44,-288,-162
505,-56,-177,-279
508,-30,-39,-206
511,-12,0,-57
514,7,-132,9
517,113,-230,34
520,115,-193,-12
523,101,-136,-63
526,34,-100,-81
529,17,-68,-29
532,-20,-135,52
535,-98,-230,103
538,-123,-252,67
541,-129,-141,14
544,-90,16,-32
547,14,95,-18
550,25,7,6
553,13,-66,16
556,-44,-166,28
559,-37,-233,55
562,-1,-292,79
565,46,-279,46
568,52,-244,-15
571,17,-199,-109
574,7,-134,-141
577,15,4,-163
580,46,18,-159
583,52,-63,-121
586,1,-92,-12
589,-60,-154,28
592,-112,-264,104
595,-104,-279,115
598,-42,-225,105
601,66,37,56
604,57,90,45
607,-6,32,28
609,-100,-201,0
612,-77,-232,12
615,-34,-196,48
618,-2,-108,47
621,-6,-5,22
624,-40,11,-74
627,-38,-137,-135
630,-10,-440,-166
633,76,-380,-125
