0,-7,47,-274
4,-10,47,-273
7,-7,50,-274
10,-9,47,-269
13,-3,42,-261
16,4,42,-259
19,150,62,-211
22,201,74,-385
25,278,189,-444
28,538,96,10
31,1128,360,327
34,1243,537,1107
36,1578,829,849
39,1211,2242,683
42,-4,2310,-1019
45,-1984,2262,-2001
48,-2756,-2447,-1516
51,-2131,-4180,-711
54,-1108,-3795,445
57,-1281,-2501,79
60,-977,-1672,797
63,-877,1154,297
66,-402,2004,-1872
69,616,1181,-1588
72,709,248,-322
75,731,-387,147
78,735,-233,-839
81,627,442,-1653
84,821,680,-1615
87,353,968,-1559
90,483,1159,-1031
93,405,791,1488
96,117,582,551
99,355,470,217
102,2,473,667
105,-69,19,567
108,-129,-337,891
111,-199,-757,30
114,-339,-849,640
117,-313,-442,122
120,9,47,-828
123,70,394,-573
126,-219,588,-662
129,-136,510,-1008
132,462,244,-696
135,503,-104,-807
138,372,-534,-686
141,23,-781,-206
144,-150,-438,-434
147,-214,85,-602
150,-152,380,-662
153,-58,459,53
156,-115,531,326
159,-271,497,341
162,-277,376,-46
165,-204,337,34
168,-66,83,60
171,374,-552,-638
174,446,-708,-617
177,157,-708,-224
180,-180,-292,-287
183,-120,215,-734
186,83,388,-647
189,151,423,-381
192,197,611,-751
195,73,410,-167
198,-196,46,279
201,-226,-100,253
204,-82,-54,257
207,-100,240,-340
210,31,222,-313
213,54,219,-372
216,63,187,-202
219,50,0,211
222,53,-29,22
225,123,9,-700
228,77,-210,-666
231,-24,-294,-359
234,-71,-278,-155
237,-111,-233,-595
240,-139,-84,-807
244,-14,28,-231
247,92,40,112
249,90,102,136
252,-92,252,-418
255,-106,309,-503
258,-36,451,-344
261,27,391,207
264,23,420,349
267,-9,374,-97
270,-106,17,-306
273,-81,-167,-396
276,70,-352,-635
279,207,-306,-525
282,277,-234,-361
286,87,-46,-93
289,-72,138,-403
292,-161,256,-562
295,-77,189,-509
298,-85,-5,-462
301,-123,-134,-331
304,-244,-213,-332
307,-164,-190,-180
310,-28,-112,-70
313,164,470,-165
316,216,577,-223
319,212,440,-181
322,108,258,-150
325,51,166,-128
328,-58,-3,-247
331,-47,-96,-297
334,9,-288,-197
337,-63,-335,-219
340,-138,-251,-328
344,-202,62,-583
347,-128,156,-662
350,29,52,-491
353,63,-7,-255
356,93,-104,-144
359,82,0,-382
362,60,179,-319
365,-39,208,-299
368,-72,208,-90
372,-44,82,124
375,-19,-7,-38
378,-80,2,-285
381,-96,36,-513
384,57,208,-370
387,137,283,-154
390,205,134,-172
393,115,56,-204
396,-27,-104,-318
399,-192,-127,-421
402,-133,-204,-401
405,-107,-290,-380
409,-152,-215,-365
412,-89,18,-555
415,-39,132,-625
418,34,176,-255
421,185,268,-65
424,194,290,36
427,114,285,-90
430,54,246,-232
433,0,172,-264
436,-94,-28,-92
439,-132,-106,21
442,-131,-37,-78
445,-61,70,-323
448,-45,139,-507
451,0,74,-445
454,-8,23,-375
458,6,-115,-388
461,27,-40,-457
464,42,29,-439
467,63,42,-358
470,32,-94,-161
473,-33,-113,-226
476,-79,-8,-364
479,-52,69,-332
482,-23,137,-219
485,-21,184,-70
488,-66,244,-116
491,-9,357,-290
494,37,352,-272
497,67,290,-194
500,80,68,-126
503,65,-45,-98
506,31,-161,-250
509,-70,-220,-374
512,-94,-208,-409
515,-110,-142,-437
518,-102,-98,-504
521,7,36,-602
524,21,101,-567
527,24,143,-434
530,51,187,-137
533,66,195,-103
536,87,174,-143
539,57,52,-162
542,0,-13,-100
545,-122,-14,37
548,-141,72,-26
551,-130,185,-178
554,22,229,-389
557,73,182,-396
560,72,120,-234
563,-27,20,-237
566,-68,22,-412
570,-11,23,-490
573,41,-168,-373
576,63,-280,-229
579,28,-297,-177
582,-77,-105,-349
585,-76,15,-442
588,-38,178,-446
591,21,199,-346
594,26,201,-214
597,-15,197,-40
600,-44,234,-112
603,-60,274,-201
606,-28,261,-135
609,27,186,-19
613,93,-23,-42
616,41,-93,-304
619,-64,-146,-403
622,-61,-158,-454
625,-19,-64,-462
628,-1,10,-430
631,7,66,-423
634,-39,109,-441
