0,-1,3,0
3,1,5,0
5,0,4,0
8,-1,1,1
11,-2,5,0
14,-2,3,1
17,-1,3,1
20,1,5,0
23,-1,5,1
26,-449,-435,34
29,-1292,-2369,52
32,-1453,-2915,-213
35,-712,-2548,-431
38,931,-27,3300
41,648,162,4669
44,3822,-741,5876
47,960,1630,349
49,-72,1700,-354
52,-2272,3298,-6995
55,-714,7096,-5858
58,-517,2830,-1568
61,110,-225,177
65,-163,-872,1594
68,-113,-775,1733
71,-7,-109,1591
74,115,-550,1456
77,308,-687,286
80,854,-1779,-141
83,1382,-4340,-301
86,793,-2370,-777
89,434,-1201,-559
92,174,-575,598
94,-42,-16,758
97,-309,-684,988
100,-402,1206,1401
103,-67,457,1282
106,-44,-34,1251
109,-240,1126,741
112,-283,1542,998
115,-313,1891,994
118,-629,2549,867
121,-722,1901,898
125,-162,1441,-123
128,-24,-524,-602
131,-268,-1003,-1340
134,-472,-999,-1329
137,-161,-942,-1310
140,115,-736,-1387
143,476,-1229,-789
146,544,-1119,-426
149,427,-1248,307
152,92,-1178,454
155,212,-981,262
158,670,184,123
161,656,966,-81
164,482,1133,-236
166,-207,907,-1
169,-579,868,-11
172,-549,518,5
175,-251,602,52
178,-87,914,68
181,72,525,99
184,0,-28,-130
187,-115,-1220,-362
190,-70,-913,-189
194,82,-587,-103
196,268,-127,544
199,167,223,690
202,-63,24,763
205,-135,-62,785
208,-126,-419,643
211,-8,-427,324
215,262,67,-24
217,114,1114,-222
221,-148,1381,-368
224,-169,562,-472
227,-290,134,-674
230,-347,-634,-828
233,-257,-892,-643
237,-179,-841,-466
240,137,-702,-98
243,312,-508,-79
246,495,-25,20
248,458,-186,119
251,376,-73,209
254,71,81,413
257,-32,160,388
260,-58,237,367
263,81,235,410
266,105,510,454
268,22,660,522
271,-61,485,441
274,-272,298,331
277,-385,285,179
280,-262,94,-367
283,-62,-28,-561
286,62,-128,-668
289,102,-256,-637
292,121,-765,-409
295,95,-887,-332
298,123,-746,-241
301,297,-366,-42
304,262,-131,71
307,83,85,106
310,-287,477,251
313,-338,443,354
316,-306,275,445
319,-117,176,556
322,19,244,514
324,80,313,495
327,32,494,229
330,46,493,19
333,91,374,-158
336,98,47,-527
339,43,-233,-576
342,-4,-586,-523
345,27,-542,-204
348,26,-672,-89
351,128,-555,-118
354,181,-348,-191
357,106,193,-272
360,50,301,-185
363,-2,308,-75
366,-158,163,100
369,-202,80,194
372,-173,237,530
375,-119,240,680
378,-105,267,707
381,-42,280,468
384,-39,289,269
387,-106,77,-144
390,-94,-178,-287
393,127,-203,-343
396,219,-178,-426
399,247,-172,-504
402,207,-270,-444
405,182,-273,-359
408,147,-234,-176
411,71,-157,-77
414,16,-111,-12
417,-95,2,-9
420,-162,158,67
423,-217,308,230
426,-230,267,533
429,-184,210,577
432,-31,209,436
435,46,209,299
438,90,102,134
441,96,110,-128
444,95,5,-201
447,52,-103,-240
450,28,-106,-244
453,32,-269,-242
456,65,-308,-168
459,38,-241,-208
462,-17,-124,-251
465,-4,-91,-304
469,10,-82,-277
472,-10,23,-168
475,-11,209,132
477,31,168,242
480,10,112,323
483,-14,148,456
486,12,210,492
489,7,157,446
493,-70,150,217
495,-93,122,87
498,-112,11,-70
501,-114,-58,-136
504,-94,-186,-196
507,17,-240,-222
510,110,-207,-277
513,231,-19,-361
516,208,25,-330
519,146,-106,-244
523,22,-209,-48
526,1,-88,4
529,-36,26,72
532,-69,74,93
535,-99,110,181
538,-91,160,216
541,-82,239,219
544,-67,218,140
547,-44,108,110
550,40,-32,77
553,52,1,75
555,45,6,95
558,59,-91,83
561,60,-115,5
564,59,-78,-107
567,27,19,-291
570,4,-3,-311
573,-18,-199,-262
576,-50,-184,-212
579,-60,-106,-176
582,-27,-39,-55
585,17,-31,21
588,56,98,150
591,94,174,185
594,99,202,204
596,87,136,222
600,1,68,218
602,-37,23,197
605,-69,32,105
608,-95,58,42
611,-121,76,-8
614,-121,6,-109
617,-87,-69,-146
620,31,-124,-151
623,98,-110,-140
626,148,-119,-128
630,127,-116,-89
