0,-69,-270,-17
3,-59,-282,-8
6,6,-194,-100
9,-34,-418,-106
12,7,-342,135
15,-17,-278,164
18,80,-35,258
21,-32,619,237
24,-173,561,200
27,-244,367,-51
30,-194,162,-893
33,-57,363,-904
36,32,1085,-449
39,236,1044,252
42,204,893,523
45,195,610,845
48,255,382,732
50,219,172,635
53,103,-544,-4
56,187,-318,-282
59,221,-1032,-30
62,-34,-949,-1566
65,474,-457,-183
68,90,-236,-445
71,87,-90,14
74,73,-306,145
77,-285,428,478
80,-329,702,347
83,-356,945,434
86,-389,462,333
89,-390,244,167
92,-26,-28,-254
95,-71,784,-254
98,271,765,-214
101,543,-175,-371
104,385,-1054,-260
107,230,-325,-94
110,246,-205,50
113,38,-141,432
116,95,-240,308
119,-74,280,382
122,-191,-53,86
125,-113,574,59
128,-143,352,79
131,-201,262,-28
134,-212,349,-83
138,-141,226,-1
141,-76,-49,81
144,10,-245,8
147,136,-117,-25
150,348,-272,-239
153,256,-446,-33
156,206,-172,-56
159,147,-206,-107
162,119,20,-32
164,26,201,33
168,-44,218,104
171,-94,249,140
173,-163,196,251
176,-183,111,157
179,-189,48,43
182,-44,33,-14
185,7,70,-17
188,134,86,-155
191,70,-196,-121
194,148,-107,-57
197,173,-66,-136
200,174,-65,-49
203,43,12,-23
206,-38,-85,15
209,-74,-163,121
212,-33,156,198
215,-3,307,184
218,21,273,112
220,-58,182,-72
223,-112,91,-150
226,-73,-160,27
230,28,-195,63
233,75,-139,-25
236,179,-146,-32
239,173,87,5
243,83,36,-88
245,28,106,-126
248,-35,161,-44
251,-46,126,16
254,-63,17,77
258,-115,-28,71
261,-91,18,39
264,67,39,28
267,165,74,18
270,192,10,41
272,174,3,34
275,121,-20,26
278,-16,-196,-85
281,-78,-205,-89
284,-121,15,-64
287,-91,137,-10
290,-61,201,39
293,15,99,13
296,65,83,23
299,99,80,62
301,120,134,16
305,104,122,-76
308,92,-38,-115
311,18,-110,2
314,0,-168,56
317,28,-137,97
320,20,-47,40
323,1,122,-34
326,-31,127,-105
329,-29,51,-101
331,1,-105,54
334,24,-118,168
337,46,-40,192
340,82,194,43
343,85,266,-29
346,60,254,-116
349,0,64,-165
352,-15,-46,-67
355,-36,-195,23
358,-35,-160,54
361,-12,-106,30
364,112,-7,11
366,157,5,-8
369,162,5,-4
372,100,131,29
375,59,172,16
378,11,149,-4
381,-120,-26,-10
384,-170,-103,-11
387,-158,-104,18
390,-23,12,107
392,28,92,84
395,83,115,21
398,185,41,-92
401,185,22,-133
404,140,14,-145
407,45,-18,-58
410,15,-14,1
412,-5,-5,56
415,-25,-34,167
418,-21,-24,135
421,-17,45,-47
424,-22,76,-99
427,-17,93,-93
430,3,37,-11
433,15,-1,31
436,47,-102,91
439,98,-80,96
442,95,-45,31
445,65,100,-53
448,17,122,-128
451,23,90,-76
454,-6,20,20
457,-38,-8,33
459,-50,-45,32
463,5,-40,50
465,42,19,10
468,84,68,-42
472,122,48,-16
474,102,50,14
477,30,32,-3
480,-17,-11,-21
483,-55,-109,66
487,-62,-100,60
490,-35,20,65
493,17,72,15
496,36,111,12
499,69,82,-29
501,80,73,-73
504,73,70,-102
507,48,59,-66
510,48,21,-15
513,41,-48,27
516,12,-104,100
519,8,-67,108
522,21,60,86
524,39,63,-38
527,16,65,-127
530,-20,52,-156
534,-34,5,-2
537,-5,-50,73
540,46,-43,130
543,55,54,116
546,60,76,-10
549,71,81,-78
552,33,58,-125
555,16,26,-57
558,11,-2,42
561,-19,-23,68
564,-20,-15,-10
567,4,-11,-76
570,73,0,-32
573,83,33,12
576,44,65,29
579,42,72,44
582,44,7,29
585,3,-44,14
588,-40,-82,12
591,-35,-16,27
594,-5,59,35
597,13,112,19
600,22,85,-41
603,21,34,-48
606,53,-25,-54
609,66,-26,-59
612,74,3,-47
615,70,10,58
618,63,15,96
621,38,18,48
623,12,28,-21
626,-22,46,-76
629,-48,52,-48
632,-39,22,-12
