time,x,y,z
10277,59,-75,7
10280,24,-10,25
10283,-23,-7,19
10286,-40,-16,-16
10289,-55,-11,-29
10292,-56,17,8
10295,-34,33,46
10298,-7,42,26
10301,17,43,-6
10305,48,33,-40
10307,52,-30,-32
10311,38,14,11
10313,22,22,-16
10316,-9,-42,-15
10319,-39,-78,29
10322,-57,-54,76
10325,-42,31,33
10328,-24,60,-15
10331,-8,39,-42
10334,5,34,-21
10337,12,-28,-20
10340,45,-39,-32
10343,58,-36,-21
10346,59,23,38
10349,20,41,16
10352,-28,8,-16
10355,-94,-11,-31
10358,-64,5,47
10361,-23,7,13
10364,9,24,-29
10367,25,8,1
10370,32,-23,34
10373,44,-50,40
10376,66,-46,15
10378,50,-4,-1
10381,30,18,-38
10384,-41,7,-11
10387,-86,14,9
10390,-91,-34,31
10393,-47,-27,24
10396,4,46,16
10399,56,49,-35
10402,63,42,-62
10405,29,-45,1
10408,14,-55,33
10411,3,49,11
10414,-8,75,-60
10417,-10,24,-25
10420,-28,-31,48
10423,-53,-79,49
10426,-49,-110,25
10429,-31,-51,-35
10432,-8,95,-53
10435,39,94,-4
10438,64,42,26
10441,46,-45,5
10444,35,-50,-10
10447,10,-43,-24
10450,-26,13,19
10453,-44,76,4
10456,-58,60,-5
10459,-50,-22,-5
10463,-18,-8,14
10466,1,21,4
10469,39,-1,13
10472,53,-27,14
10475,67,-40,-36
10478,57,-44,-28
10481,-22,8,14
10484,-61,29,15
10486,-87,28,16
10489,-76,-1,35
10492,-34,-35,1
10495,9,-25,-44
10498,51,19,-23
10501,35,31,15
10504,19,-9,19
10507,25,-12,-3
10510,25,62,-4
10513,17,71,-46
10516,-8,15,-48
10520,-71,-10,4
10523,-89,-73,60
10526,-33,-83,36
10529,-1,-27,12
10532,48,33,-6
10534,59,22,-3
10537,58,-11,-17
10540,14,-12,-5
10543,6,-14,15
10546,1,-22,-3
10549,-15,-5,-19
10552,-38,27,-3
10555,-50,37,7
10558,-44,42,10
10561,-20,28,0
10564,6,-16,0
10567,34,-55,-3
10570,50,-38,-24
10573,39,38,62
10577,20,52,8
10579,3,46,-6
10582,-29,-7,18
10585,-46,-48,36
10588,-54,-63,-15
10591,-43,-13,-27
10594,-20,40,-14
10597,33,22,14
10600,50,-6,15
10603,41,-30,14
10606,29,-27,13
10609,14,1,0
10612,-10,43,-49
10615,-28,65,-49
10618,-43,35,-26
10621,-57,-3,23
10624,-56,-34,16
10627,-9,-40,4
10630,20,-15,5
10633,34,1,5
10635,9,7,4
10638,-5,10,-2
10641,-17,0,0
10644,-17,-1,-10
10647,-15,10,3
10650,-24,7,14
10653,-33,11,15
10656,-41,37,4
10659,-22,18,6
10662,-6,-9,-1
10665,21,-42,-38
10668,27,-22,-28
10671,22,39,24
10673,0,59,34
10676,-31,69,13
10679,-56,11,-32
10682,-45,-24,-10
10685,-37,-32,15
10688,-31,-18,-4
10691,-20,-10,-14
10694,1,8,17
10697,8,1,18
10700,21,-12,-11
10703,48,-31,-9
10706,40,-35,5
10709,-6,-9,5
10712,-26,18,-15
10715,-35,70,-12
10718,-38,63,-8
10721,-15,31,-13
10724,28,-37,1
10727,38,-65,5
10730,41,-61,-3
10733,35,-13,-3
10736,25,30,14
10739,7,27,15
10742,6,10,2
10745,-25,-19,-22
10748,-47,-19,-6
10751,-57,-28,22
10754,-36,-11,24
10757,-7,10,13
10759,59,-4,-17
10763,76,-27,-29
10766,50,-22,4
10769,35,-11,31
10771,26,2,31
10774,8,19,-30
10777,-4,23,-39
10780,-12,10,6
10783,-5,-13,7
10786,8,-29,6
10789,19,-20,-1
10792,11,-12,0
10795,2,11,6
10798,-2,10,-13
10801,0,-35,-8
10804,-5,-42,14
10807,-11,-30,10
10810,-21,39,6
10813,-17,58,0
10816,-11,51,-7
10819,4,14,-22
10822,6,-35,-26
10826,11,-47,-14
10829,11,-24,2
10831,7,-7,29
10834,14,18,37
10837,0,37,-5
10840,-14,24,-27
10843,-29,6,-19
10846,-32,-18,14
10849,-26,-8,12
10852,-18,3,-8
10855,16,-15,3
10858,27,-30,14
10861,28,-39,11
10863,29,-43,9
10866,42,-27,-2
10869,45,12,0
10872,37,10,-3
10875,19,52,4
10878,-16,32,-14
10881,-54,14,23
10885,-23,22,13
10888,-5,-26,-33
10891,5,-16,3
10894,10,-23,19
10897,10,-28,-23
10900,1,7,-15
10903,-73,15,21
10905,-34,4,29
10908,-46,-5,17
10911,-72,-4,14
10914,-65,8,-2
10917,-39,51,-25
10920,13,53,-15
10923,35,37,-4
10926,65,-56,-14
10929,58,-77,-7
10932,37,-18,13
10935,-9,1,4
10938,-20,17,-2
10941,-37,39,-4
10944,-40,29,0
10947,-34,5,-5
10950,-15,14,-3
10953,-7,22,-5
10956,27,-15,14
10959,39,-56,14
10961,35,-54,4
10964,5,-25,-11
10967,-3,-5,3
10970,-10,24,10
10973,-14,33,-3
10976,-18,24,-10
10979,-16,9,3
10982,-10,2,-1
10985,-2,21,-14
10988,9,14,-2
10991,10,-22,4
10994,-1,-27,5
10997,-6,-1,1
11001,3,5,11
11004,9,-6,13
11007,1,-21,-6
11010,-10,-28,4
11013,-22,-7,7
11016,-21,22,-1
11019,4,40,8
11022,10,28,7
11025,13,-20,-12
11028,11,-35,-25
11031,6,-31,28
11034,-4,-14,18
11037,-11,4,-4
11040,-24,33,-4
11043,-21,39,4
11046,-20,24,-4
11049,-2,8,-6
11052,13,-14,1
11055,34,-41,1
11058,32,-32,-15
11061,28,-5,-20
11064,-1,0,16
11067,-12,-2,37
11070,-37,-8,15
11073,-42,4,-9
11076,-25,19,-18
11079,-11,22,-7
11082,4,18,-2
11085,31,8,-8
11088,38,-14,-10
11091,27,-17,0
11094,13,3,4
11098,-15,2,0
11101,-25,-2,-7
11104,-34,-1,4
11107,-32,-3,13
11110,-16,0,10
11113,-6,-4,-1
11116,33,3,0
11118,39,7,0
11121,32,3,-8
11124,18,-16,-10
11127,-3,-20,3
11130,-3,-17,9
11133,-11,-10,1
11136,-14,-1,-1
11139,-28,34,0
11142,-29,46,9
11145,-26,-26,6
11148,-4,-2,-11
11151,10,-15,-19
11154,37,-17,-10
11157,42,-11,-4
11160,35,4,4
11163,3,-3,11
11166,-15,-39,16
11169,-42,-41,18
11172,-49,-21,10
11175,-28,22,-5
11178,-12,33,-14
11181,11,33,-4
11184,25,20,6
11187,34,-3,6
11190,44,-27,-8
11193,34,-24,-10
11196,16,-1,-5
11199,-36,9,-8
11202,-57,17,2
11205,-42,9,23
11207,-24,4,17
11210,-8,-2,-1
11213,20,-6,-11
11216,27,-7,-3
11219,27,-6,1
11222,23,-16,0
11225,18,-10,0
11228,-6,1,-7
11231,-14,4,-6
11234,-27,3,4
11237,-31,-1,11
11240,-27,0,11
11243,-14,6,5
11246,-7,23,0
11249,16,13,-10
11252,25,-1,-3
11255,31,-7,3
11258,23,4,-7
11261,10,17,-20
11264,-13,0,5
11267,-22,-23,22
11270,-36,-38,14
11273,-31,-27,4
11276,-24,14,0
11279,-3,37,2
11282,9,27,-3
11285,36,-2,-10
11288,41,-35,-6
11291,26,-31,-7
11294,12,-11,-8
11297,-28,31,6
11300,-43,32,10
11303,-51,3,9
11306,-35,-10,-4
11309,-17,-12,-10
11312,17,3,-1
11315,28,2,3
11318,34,-10,9
11321,33,-22,4
11324,31,-21,-1
11327,1,-2,-1
11330,-19,4,5
11333,-37,3,5
11336,-46,4,3
11339,-39,2,4
11342,-7,6,5
11345,11,10,2
11349,30,6,-3
11351,28,-6,-5
11354,20,-7,-8
11357,14,7,-11
11360,8,24,-4
11363,-14,16,-7
11366,-26,-1,-1
11369,-39,-28,15
11372,-35,-36,24
11375,-9,-7,7
11378,5,10,-7
11381,20,-44,-11
11384,30,-3,-7
11387,29,-10,-4
11390,19,-1,8
11393,12,-1,10
11396,-4,3,8
11399,-32,9,0
11402,-44,10,-3
11405,-45,8,3
11408,-21,3,3
11410,-5,3,-1
11413,26,1,-1
11416,34,-1,1
11419,36,-3,4
11423,28,-5,-2
11426,16,-16,-5
11429,-15,-14,-5
11432,-31,-4,-1
11435,-47,10,13
11438,-39,8,12
11441,-6,-1,-3
11444,15,-4,-5
11447,29,-13,1
11450,25,-12,0
11453,19,8,-1
11456,9,16,-10
11459,7,21,-6
11463,-14,25,-12
11466,-23,3,-6
11469,-29,-14,12
11472,-26,-29,14
11475,-6,-19,7
11478,7,-7,-2
11481,19,0,2
11483,23,1,6
11486,21,1,2
11489,18,1,1
11492,7,0,1
11495,-6,-2,-2
11498,-28,3,4
11501,-39,8,6
11504,-38,6,5
11507,-15,4,-4
11510,-2,1,-7
11512,19,-1,-4
11515,29,-5,-3
11518,35,-4,-2
11521,20,2,-4
11524,1,3,-8
11527,-18,10,2
11530,-25,9,10
11533,-31,-4,14
11536,-29,-10,4
11539,-18,-15,0
11542,7,-10,1
11545,22,-12,2
11548,32,-6,-2
11551,26,2,2
11554,14,4,7
11557,-10,10,-1
11560,-18,21,-10
11564,-25,20,-9
11567,-28,-5,-4
11570,-19,-9,2
11573,-10,-12,5
11576,2,-13,7
11579,13,-13,10
11582,20,-7,7
11585,21,-5,-2
11588,19,2,-9
11591,0,7,-8
11594,-11,8,-1
11597,-29,6,10
11600,-32,-2,10
11603,-22,0,2
11606,-11,6,0
11609,-2,0,-5
11612,16,-10,-8
11615,26,-16,-2
11618,25,-6,-1
11621,17,7,-6
11624,2,31,-10
11627,0,27,12
11630,-10,10,16
11633,-18,-24,14
11636,-33,-26,-4
11640,-17,-21,3
11642,-6,-7,13
11645,16,5,5
11648,26,3,8
11651,28,-4,7
11654,24,-5,1
11657,22,7,2
11660,10,12,-2
11663,-16,12,-23
11666,-25,9,-17
11669,-34,7,-2
11672,-34,0,7
11675,-21,-6,6
11678,-8,-6,3
11681,12,9,-3
11684,16,11,-9
11687,20,17,-13
11690,18,12,7
11693,2,-7,-20
11696,-4,-3,-11
11699,-9,-22,14
11702,-6,-30,1
11705,0,-8,3
11708,1,-7,8
11711,5,-7,-2
11714,6,2,-1
11716,3,13,0
11719,-5,17,1
11722,-12,25,-8
11725,-23,21,-10
11728,-29,14,9
11731,-19,-6,9
11734,6,-10,3
11737,14,-15,2
11740,21,-26,8
11743,13,-24,11
11745,12,-12,10
11748,3,-6,11
11751,-6,-14,9
11754,-9,-14,6
11757,-13,8,0
11760,-15,19,-7
11763,-13,36,-11
11766,-9,40,-5
11769,-5,27,0
11772,9,-14,-10
11775,7,-30,-9
11778,3,-22,-8
11781,3,-8,6
11784,2,19,-1
11788,-6,18,-8
11791,-7,6,-9
11794,-14,1,-7
11797,-16,-2,-3
11800,-13,-9,1
11803,-8,-12,7
11806,-2,-16,13
11809,3,-11,13
11811,7,-14,10
11814,11,1,7
11817,10,9,4
11820,7,10,3
11823,-9,14,-3
11826,-16,-44,-4
11829,-21,11,8
11832,-12,3,0
11835,4,-8,-5
11838,9,-9,-3
11841,5,-14,-2
11844,2,-7,-4
11847,0,-1,-3
11850,4,-3,5
11853,4,-9,1
11856,0,-2,-4
11859,-12,10,-2
11862,-18,18,-1
11865,-10,14,4
11868,-4,5,-1
11871,1,-18,-10
11874,10,-22,-10
11877,13,-24,-1
11880,5,-7,14
11883,0,3,14
11885,-7,19,5
11889,-14,21,-3
11892,-16,15,-2
11895,-10,8,2
11898,-8,1,0
11901,5,-9,1
11904,10,-17,7
11906,14,-24,10
11910,9,-23,7
11913,3,-16,5
11916,-10,-5,1
11919,-14,17,-5
11923,-16,24,-6
11926,-13,21,0
11929,-6,15,-3
11932,2,10,-9
11934,14,-8,-5
11937,12,-13,0
11940,8,-16,1
11943,-5,-12,2
11946,-6,-6,6
11949,-8,1,12
11952,-9,-3,6
11955,-10,1,6
11958,-10,2,7
11961,-10,6,0
11964,0,13,0
11967,5,15,-1
11969,9,8,-2
11972,12,-12,-4
11975,8,-19,3
11978,7,-15,9
11982,-5,-5,3
11985,-10,10,-1
11988,-16,12,0
11990,-19,21,-2
11993,-14,16,-9
11996,-7,13,-9
11999,3,2,-8
12002,18,-4,-2
12005,24,-16,-3
12008,14,-30,-3
12011,3,-24,4
12014,-9,-5,8
12017,-25,5,8
12020,-26,11,8
12023,-17,14,1
12026,-12,13,0
12029,-3,9,-5
12032,10,4,0
12035,16,-1,2
12038,21,-11,2
12041,12,-12,1
12044,-8,-5,2
12047,-15,0,3
12050,-21,1,5
12053,-17,1,11
12056,-15,-2,6
12059,-7,4,-6
12062,-1,8,-5
12065,6,4,0
12068,17,-4,-1
12071,16,-9,-6
12074,7,-10,-9
12077,2,-15,-6
12080,-3,-3,0
12083,-13,-1,-1
12086,-18,0,-1
12089,-22,12,1
12092,-18,21,3
12096,-6,18,-3
12098,5,3,-3
12102,20,-7,-3
12105,22,-16,-4
12108,14,-17,4
12111,4,-11,5
12114,-14,-8,13
12117,-19,-8,15
12120,-25,-4,14
12123,-25,0,1
12126,-17,14,-4
12129,6,17,-3
12132,16,16,-1
12135,22,2,-5
12138,20,-5,-4
12141,16,-11,-4
12144,-8,-4,-6
12147,-14,-2,-4
12150,-27,0,-4
12153,-25,2,-2
12156,-14,11,-2
12159,-7,9,1
12162,0,5,0
12165,17,-7,4
12168,22,-12,2
12171,15,-13,0
12174,10,-7,1
12177,3,0,3
12180,-14,1,5
12182,-22,1,9
12185,-22,0,7
12188,-18,4,7
12191,-12,10,6
12194,2,7,2
12197,11,4,-3
12200,16,-2,-4
12203,20,-6,-1
12206,19,4,-2
12209,2,6,0
12212,-5,4,0
12215,-23,-12,5
12218,-28,-19,8
12221,-25,-9,9
12224,-11,1,-1
12227,0,13,-7
12230,18,15,-8
12233,19,10,-7
12236,22,-7,0
12239,14,-12,4
12242,5,-14,4
12245,-14,-8,0
12248,-24,0,2
12251,-32,16,7
12254,-27,16,9
12256,-16,12,7
12259,1,6,2
12262,10,-2,0
12265,20,-11,2
12269,23,-11,2
12272,18,-7,1
12275,4,-5,4
12277,-8,-4,6
12280,-25,2,7
12283,-26,0,4
12286,-25,-1,5
12289,-11,1,-2
12292,-5,5,-2
12295,11,8,-7
12298,13,3,-5
12301,15,-2,-6
12304,15,0,-10
12307,12,5,-11
12311,-7,11,-8
12314,-14,-6,-3
12317,-26,-13,13
12320,-26,-20,15
12323,-11,-11,6
12326,-3,0,2
12329,12,10,1
12331,16,8,5
12334,20,5,5
12337,21,-8,1
12340,12,-9,4
12343,1,-8,6
12346,-17,6,2
12349,-25,9,6
12352,-29,10,2
12355,-18,-1,2
12358,-11,2,-4
12361,9,1,-5
12364,19,-6,0
12368,18,-6,1
12371,14,-4,1
12374,-2,0,0
12377,-9,0,4
12380,-19,-1,4
12383,-20,-3,2
12386,-17,-4,-3
12389,-10,-1,4
12392,5,1,4
12395,12,-3,3
12398,14,-1,-5
12401,11,1,-4
12404,8,-1,-3
12407,1,14,-3
12410,-8,14,-5
12413,-12,6,-5
12416,-16,-1,6
12419,-17,-8,5
12422,-10,-10,0
12425,-2,-7,1
12428,2,2,1
12431,13,1,-1
12433,15,-2,-2
12436,10,-6,-3
12439,7,-6,2
12442,-2,-4,3
12446,-17,-2,8
12449,-23,1,6
12452,-23,6,-1
12455,-17,6,-2
12458,4,4,-2
12461,12,-1,-2
12464,20,-4,-1
12467,21,-2,1
12469,13,4,0
12472,-3,5,-1
12475,-9,1,1
12478,-17,-1,0
12481,-25,-5,1
12484,-24,-6,1
12487,-10,-5,8
12490,-1,-1,4
12493,10,-7,-1
12496,23,-10,-3
12499,21,-8,-3
12502,3,2,0
12505,-3,5,4
12508,-10,11,0
12511,-13,13,-2
12514,-17,2,1
12518,-12,-6,-1
12521,-10,-12,2
12524,-5,-7,4
12527,3,-6,4
12529,10,0,3
12532,10,-1,4
12535,12,-4,-5
12538,9,1,4
12541,0,8,1
12544,-4,6,4
12547,-20,-2,10
12550,-26,-1,10
12553,-19,-1,-2
12556,-12,0,0
12559,6,-6,-3
12562,15,-1,-8
12565,23,1,-6
12568,21,6,-8
12571,15,7,-2
12573,-10,8,-7
12576,-16,12,1
12579,-23,7,5
12583,-26,-5,6
12586,-20,-9,8
12589,-1,-13,4
12592,4,-11,0
12595,20,-8,4
12598,21,-1,5
12601,15,1,3
12604,-1,2,5
12607,-6,8,4
12610,-14,14,-5
12613,-15,7,-4
12617,-11,2,1
12620,-10,-3,0
12623,-4,-7,0
12626,0,-7,2
12628,8,-4,7
12631,9,-1,-2
12634,8,-3,-4
12638,5,0,-4
12641,0,8,-1
12644,-10,10,-1
12647,-13,5,-2
12650,-13,-11,9
12653,-10,-10,9
12656,-10,-9,1
12659,0,-4,0
12662,4,0,-1
12665,13,3,-5
12668,11,4,-3
12671,3,12,-5
12673,-6,14,-1
12676,-10,14,-1
12679,-17,4,2
12682,-11,-1,2
12685,-8,-14,0
12688,-3,-15,3
12691,2,-7,1
12695,6,-2,5
12698,10,-3,3
12701,7,-1,5
12704,1,-5,1
12707,-10,2,0
12710,-14,10,0
12714,-11,10,-2
12717,-10,7,0
12720,-3,1,-3
12723,2,-8,0
12726,7,-9,3
12729,6,-10,3
12732,0,-4,-4
12735,-1,1,-3
12738,-4,10,0
12741,-9,13,0
12744,-11,6,0
12747,-11,-2,2
12750,-8,-13,9
12753,0,-18,6
12756,4,-13,7
12759,4,-4,0
12762,3,1,-3
12765,3,6,0
12768,-3,6,-1
12771,-6,7,-1
12775,-9,8,-4
12778,-11,8,-1
12781,-9,4,-2
12784,-7,2,-1
12787,0,-10,-1
12790,2,-10,0
12793,2,-1,1
12796,7,4,2
12799,3,2,3
12801,1,-6,5
12804,-6,-6,0
12807,-9,-2,1
12810,-11,7,2
12813,-10,12,1
12816,-4,10,-3
12819,1,3,-1
12822,2,-6,-2
12825,8,-14,0
12828,3,-9,1
12832,0,-2,2
12835,-4,12,0
12838,-10,15,2
12841,-10,8,-1
12844,-10,5,0
12847,-9,1,0
12850,5,-13,2
12853,8,-18,3
12856,7,-15,4
12858,5,-10,5
12861,0,-4,5
12864,-4,3,0
12867,-5,7,-2
12870,-8,10,-3
12873,-10,8,-3
12876,-10,9,-1
12879,-2,5,-1
12882,1,2,1
12885,7,-7,0
12888,5,-8,-1
12891,3,-8,-1
12894,0,0,2
12897,-4,2,1
12900,-5,2,2
12903,-8,-1,6
12906,-10,0,5
12910,-6,2,3
12913,-5,6,1
12916,-1,3,0
12919,4,-7,0
12922,3,-14,0
12925,1,-9,0
12929,2,-7,1
12932,-4,9,-1
12935,-9,11,-1
12938,-12,15,1
12941,-11,12,0
12944,-9,7,0
12947,3,-2,-5
12950,7,-6,-2
12953,11,-11,0
12956,9,-14,1
12959,4,-14,6
12962,-7,-10,6
12965,-10,-5,3
12968,-11,4,1
12971,-11,8,-1
12974,-10,13,2
12977,-4,11,1
12980,0,4,0
12982,3,-4,-4
12985,12,-9,-5
12988,9,-10,-2
12991,0,-5,-1
12995,-7,-3,2
12998,-10,6,1
13000,-11,6,5
13003,-10,7,2
13007,-9,3,0
13010,-6,0,3
13013,3,-2,1
13016,6,0,1
13019,8,-6,0
13022,7,-9,-2
13025,0,-9,0
13028,-1,-9,3
13031,-13,3,3
13034,-13,8,3
13037,-15,9,1
13040,-10,10,-1
13043,-6,9,-1
13046,1,7,-5
13049,10,0,-3
13052,13,-2,-1
13055,11,-8,0
13058,5,-8,0
13061,-3,-8,6
13064,-11,-9,7
13067,-15,-4,6
13070,-15,4,4
13072,-11,7,1
13075,-8,8,-2
13078,3,4,-3
13081,8,4,-4
13084,12,-6,-4
13087,13,-7,0
13090,6,-9,1
13093,-6,-3,0
13096,-10,2,-2
13099,-13,4,-3
13102,-14,6,1
13105,-11,5,2
13108,-4,4,2
13111,0,5,1
13114,9,-2,1
13117,11,-7,4
13119,13,-12,2
13123,5,-9,1
13126,1,-2,0
13129,-10,0,4
13132,-12,3,4
13135,-16,4,6
13138,-16,4,1
13141,-3,8,-2
13144,1,4,-1
13147,9,-1,-3
13150,15,-2,-1
13153,13,-2,-3
13157,3,-4,-5
13160,-1,-1,-1
13163,-14,-5,3
13166,-17,-3,8
13169,-15,-5,5
13172,-10,-3,4
13175,2,4,-1
13178,7,5,-2
13181,10,4,-3
13183,14,-3,0
13186,9,-5,0
13189,0,-2,5
13192,-5,-5,2
13195,-10,-3,0
13198,-17,3,-1
13201,-18,7,-1
13204,-11,10,1
13207,-7,8,0
13210,1,7,2
13213,12,-5,1
13216,16,-9,2
13219,14,-10,-2
13222,5,-7,0
13225,-1,-5,3
13228,-11,0,2
13231,-14,1,2
13235,-14,1,2
13238,-11,0,2
13241,-4,1,0
13244,4,3,0
13247,9,3,-3
13250,15,-1,-1
13253,14,0,-3
13255,4,2,-3
13258,-2,1,-2
13261,-14,-3,2
13264,-17,-4,7
13267,-19,-5,7
13270,-12,-3,4
13273,-9,-3,1
13276,7,4,2
13279,13,2,2
13282,13,4,-1
13285,10,-1,0
13287,8,-5,1
13290,3,-6,2
13294,-11,-6,5
13297,-18,-4,2
13300,-20,3,1
13303,-14,9,-1
13306,-4,8,-2
13309,3,-1,-2
13312,12,-4,-3
13315,15,-10,-3
13318,10,-5,1
13321,7,-2,2
13324,0,3,2
13327,-14,3,2
13330,-18,-1,3
13333,-17,-6,5
13336,-13,-7,3
13339,-9,-2,5
13342,2,0,0
13345,9,-1,-5
13348,13,1,-1
13351,11,2,-1
13354,8,4,-2
13357,-2,6,-3
13360,-10,6,0
13363,-17,3,1
13366,-18,-2,5
13369,-18,-6,1
13372,-9,-7,5
13375,-4,-2,0
13378,12,0,2
13380,12,0,0
13383,16,-2,-4
13386,8,-3,0
13389,1,-2,1
13392,-10,-2,4
13395,-17,-2,4
13398,-19,3,5
13401,-15,2,3
13404,-11,5,0
13407,4,2,-4
13410,9,-1,0
13412,14,-3,-1
13415,13,-4,2
13418,10,0,-2
13421,5,5,-1
13425,-7,7,2
13427,-13,0,2
13431,-19,-5,2
13434,-18,-7,4
13437,-8,-6,3
13440,0,-2,0
13443,10,0,0
13446,13,-1,1
13449,15,0,-2
13452,3,0,-1
13455,-1,4,-1
13458,-10,8,-1
13461,-11,10,0
13464,-14,6,2
13467,-17,-2,3
13470,-11,-2,-1
13473,3,-11,7
13476,2,11,8
13479,19,-4,-6
13482,16,2,8
13485,2,-6,7
13487,-9,-4,-6
13491,-14,0,0
13494,-17,-2,9
13497,-10,-6,-2
13500,1,-1,1
13502,7,5,2
13505,9,6,2
13508,5,-2,-9
13511,0,-4,1
13514,-8,-7,-1
13517,-12,-5,-4
13520,-11,2,-1
13524,-6,5,4
13527,-1,2,3
13530,3,-2,1
13533,4,-5,4
13536,-5,-2,5
13540,-8,-5,8
13543,-7,-5,8
13546,-7,-4,5
13549,3,-1,6
13552,5,5,1
13555,-2,5,-2
13558,-4,10,-2
13562,-10,4,-1
13565,-11,-1,-1
13568,-9,-1,-5
13571,-5,-5,-4
13574,5,0,-5
13577,12,4,-6
13580,13,6,-8
13582,5,6,-6
13585,3,4,-6
13588,-10,0,-3
13591,-16,-2,-2
13594,-14,-7,-1
13597,-11,-9,4
13600,-6,-10,7
13603,6,-8,5
13606,8,-8,6
13609,8,-5,7
13612,5,2,6
13615,4,2,4
13618,-6,6,8
13621,-10,10,5
13624,-10,9,5
13627,-9,6,1
13630,-9,2,6
13633,-3,-5,2
13636,-1,-9,1
13639,1,-12,0
13642,2,-8,-1
13645,6,-2,-3
13648,6,0,0
13651,4,0,-1
13654,-5,8,-5
13657,-8,6,-4
13660,-13,8,-3
13663,-12,5,-3
13666,-11,-2,-3
13669,-6,-7,-2
13672,3,-10,1
13675,7,-7,4
13678,7,-6,5
13681,5,2,4
13684,-1,5,3
13687,-6,5,2
13690,-11,11,1
13693,-12,10,3
13696,-11,3,8
13699,-7,-2,7
13702,-2,-9,7
13705,5,-12,0
13708,5,-11,3
13711,4,-2,-1
13714,0,1,0
13717,2,4,-3
13720,-4,7,-5
13723,-7,9,-3
13726,-9,8,-6
13729,-10,1,-3
13732,-4,0,-4
13735,-1,-4,-2
13738,-2,-6,0
13741,1,-5,1
13744,-1,-1,0
13747,3,-4,4
13750,-1,-1,3
13753,-5,-3,4
13756,-5,3,5
13759,-9,5,3
13762,-9,5,5
13765,-9,8,2
13768,-3,1,4
13771,1,-2,3
13774,3,-6,1
13777,4,-3,0
13780,2,-1,-2
13783,-3,0,-4
13786,-5,2,-2
13789,-9,9,-1
13792,-10,7,-2
13795,-6,2,-2
13798,-3,-3,-3
13801,1,-7,-2
13804,-1,-15,1
13807,2,-12,2
13809,0,-4,4
13813,-2,0,1
13816,-5,4,0
13819,-6,6,2
13821,-6,6,-3
13825,-7,3,2
13828,-6,3,5
13831,-4,-2,2
13834,-1,-1,-1
13837,1,-4,1
13839,0,-4,1
13842,-1,-1,1
13845,0,2,1
13849,-4,1,1
13851,-7,1,2
13855,-9,-2,2
13858,-8,-1,0
13861,-3,-2,-2
13864,-3,-2,1
13867,0,-5,0
13870,2,-6,1
13873,6,-7,1
13876,0,-6,0
13879,2,-6,0
13882,-7,5,0
13885,-10,6,0
13888,-10,11,4
13891,-9,10,-1
13894,-8,6,-2
13897,2,1,-3
13900,3,-6,-1
13903,4,-10,2
13906,3,-12,5
13909,1,-6,4
13911,-5,-4,5
13915,-7,2,4
13917,-9,5,1
13920,-9,5,0
13923,-8,5,0
13927,-2,2,-1
13930,0,1,1
13933,3,-3,0
13936,3,-4,0
13939,0,-7,-2
13942,-4,-2,0
13946,-5,2,-2
13949,-8,4,1
13952,-9,5,1
13954,-8,4,0
13958,-6,-1,1
13960,-6,-2,2
13963,1,0,-2
13966,3,0,0
13969,2,-6,0
13972,2,-8,0
13975,-2,-5,2
13978,-5,-2,1
13981,-7,0,5
13984,-9,2,2
13987,-10,5,1
13990,-9,6,-2
13993,-4,4,-1
13996,-1,1,-1
13999,3,-3,-1
14002,7,-4,0
14005,2,-4,-2
14008,-6,-8,3
14011,-5,-7,6
14014,-10,-4,3
14017,-10,-3,6
14020,-8,-1,1
14023,-4,5,-1
14026,0,9,0
14029,2,2,-2
14032,4,-1,-1
14035,4,-2,-1
14038,-1,-8,0
14041,-3,-7,0
14044,-10,2,-1
14047,-10,3,-1
14050,-9,4,0
14053,-7,3,0
14056,-7,0,0
14060,0,-5,3
14063,2,-2,1
14066,4,-8,1
14068,3,-3,0
14071,1,-1,3
14074,-4,-5,4
14077,-5,0,3
14081,-8,-1,1
14084,-10,3,0
14087,-10,2,1
14090,-5,4,1
14093,0,6,-4
14096,2,0,0
14098,3,-4,0
14102,6,1,-3
14105,4,-1,-3
14108,-6,-2,1
14111,-8,0,3
14114,-10,-3,3
14117,-10,-2,5
14120,-8,2,4
14123,-3,1,0
14126,-3,3,-2
14129,4,-1,1
14131,7,-3,1
14134,5,-6,2
14137,0,-5,3
14140,-4,-5,2
14143,-10,0,2
14146,-12,2,0
14149,-10,3,2
14152,-8,5,-1
14155,-4,4,0
14159,2,1,0
14162,5,0,4
14165,3,-4,1
14168,5,-3,0
14171,-2,-4,-1
14174,-4,-4,1
14177,-9,0,1
14180,-10,-3,3
14183,-9,2,2
14186,-6,0,0
14189,-7,4,3
14192,3,3,0
14195,5,1,-2
14199,7,0,-4
14202,3,-2,-2
14205,1,0,0
14208,-6,-2,1
14211,-10,-1,4
14214,-10,-1,4
14217,-10,0,3
14220,-10,-2,3
14223,-1,1,1
14226,4,2,0
14229,7,0,-1
14232,10,-2,-1
14235,4,-5,1
14238,1,-3,0
14241,-5,-1,3
14244,-10,1,4
14247,-13,0,1
14250,-10,3,0
14253,-6,7,-3
14256,-3,7,-1
14259,0,1,0
14262,9,0,2
14265,8,-4,-1
14268,3,-4,-1
14271,0,-4,-1
14274,-8,0,-2
14277,-10,0,1
14280,-10,-1,6
14283,-10,-3,4
14286,-7,-2,4
14289,0,1,3
14292,1,-2,0
14295,5,-1,0
