time,x,y,z
25343,-3,1,1
25346,-4,-1,1
25349,-5,1,2
25352,-5,-1,3
25355,-4,0,2
25359,-4,-2,1
25362,-4,2,2
25365,-3,-1,0
25368,-2,-2,2
25371,-4,-3,4
25374,-3,1,-1
25377,-3,-3,2
25380,-3,-2,2
25383,-1,0,1
25386,-4,-2,0
25389,-1,-1,-1
25392,-5,-1,1
25395,-5,0,-1
25398,-5,-1,0
25401,-2,2,1
25404,-2,-2,2
25407,-6,-1,1
25410,-6,0,2
25413,-2,1,1
25416,-3,-1,-1
25420,-2,0,-3
25423,-3,0,4
25425,-2,-1,0
25429,-5,2,1
25431,-3,0,0
25434,-3,-2,3
25437,-1,-1,1
25440,-3,-2,0
25443,-3,-1,3
25446,-3,-1,2
25449,-2,-2,1
25452,-3,-2,1
25455,-4,-1,0
25458,-2,-1,0
25461,-4,1,1
25464,-4,-1,0
25467,-4,0,-1
25471,-5,1,-1
25474,-1,-1,2
25477,-5,-1,2
25480,-3,-2,0
25483,-1,-1,3
25486,-2,-1,3
25489,-4,2,0
25491,-2,0,1
25494,-2,-2,0
25497,-5,0,-1
25500,-2,-1,3
25503,-4,-3,0
25506,-6,-1,0
25509,-3,0,1
25513,-5,-1,-3
25516,-3,-3,3
25519,-3,-2,1
25522,-3,-2,1
25525,-4,-2,1
25528,-4,-2,0
25531,-4,-1,2
25534,-4,-1,1
25537,-5,-2,0
25540,-5,-1,0
25543,-3,1,1
25546,-3,-1,1
25549,-3,0,0
25552,-1,1,2
25555,-3,0,1
25557,-5,-1,1
25560,-3,1,1
25563,-3,-1,0
25566,-4,0,2
25570,-3,-1,-1
25573,-3,1,0
25576,-1,1,-1
25579,-2,-2,4
25582,-3,0,2
25585,-1,-4,-1
25588,-3,-1,2
25591,-4,-1,4
25594,-4,-2,1
25597,-5,0,1
25600,-1,1,1
25603,-2,2,2
25605,-3,0,2
25608,-2,2,1
25612,-2,0,1
25615,-3,1,3
25618,-4,2,2
25621,-4,1,1
25624,-4,-1,1
25627,-4,-1,0
25630,-2,-2,1
25633,-1,-1,-1
25636,-3,-2,1
25639,-4,-2,0
25642,-2,-2,2
25645,-3,-1,1
25648,1,-1,2
25651,-4,-1,2
25654,-2,-2,-1
25657,-1,-4,1
25660,-5,0,0
25663,-4,-1,0
25666,-3,0,-1
25669,-3,-1,3
25672,-4,-3,-1
25675,-3,-3,0
25678,-3,-1,0
25681,-2,0,3
25684,-2,-2,0
25687,-1,-2,3
25690,-5,0,2
25693,-2,0,1
25696,-1,-2,1
25699,-1,0,1
25702,-3,1,0
25705,-2,-1,-2
25708,-4,-1,1
25711,-2,0,2
25714,-3,-2,-1
25717,-1,1,2
25720,-3,-1,3
25723,-5,0,3
25726,-3,-3,3
25729,-3,0,4
25732,-3,-3,1
25735,0,-2,3
25738,-2,-1,1
25741,-4,-1,0
25744,-4,1,-2
25747,-3,1,-1
25750,-4,0,1
25752,-1,-2,-1
25756,-3,-1,2
25759,-1,1,1
25761,-3,-1,1
25764,-4,0,1
25768,-5,0,3
25771,-1,0,0
25774,-3,-1,3
25777,-2,1,1
25780,-3,-2,1
25783,-4,-1,-1
25786,-3,-1,0
25789,-2,1,0
25792,-4,0,1
25795,-4,-2,0
25798,-1,-1,2
25802,-2,0,1
25805,-4,-1,2
25808,-3,-1,-1
25811,-3,0,1
25814,-2,-3,1
25817,-2,-2,0
25820,-2,-3,1
25823,-5,-1,3
25826,-3,2,1
25829,-2,-2,2
25832,-4,1,0
25835,-3,0,-1
25838,-2,-1,1
25842,-5,0,1
25845,-5,-3,1
25848,-5,-1,2
25851,-2,-2,2
25854,-3,2,0
25856,-1,-3,1
25859,-4,0,4
25863,-4,0,2
25866,-3,0,2
25869,-4,-2,2
25872,-5,-3,1
25875,-3,-1,1
25878,-2,2,1
25881,-3,0,3
25884,-4,0,2
25887,-5,2,0
25890,-5,0,3
25893,-3,-3,0
25897,-3,1,2
25900,-4,0,2
25903,-4,-2,1
25906,-5,0,2
25909,-4,2,0
25912,-3,3,-2
25915,-4,0,0
25918,-3,-2,2
25921,-3,0,0
25924,-2,-3,2
25927,-4,-1,1
25930,-5,-1,-2
25933,-4,-3,4
25936,-3,-1,2
25939,-3,1,-2
25942,-1,0,2
25945,-3,0,-1
25948,-5,-1,2
25951,-3,0,0
25954,-5,-2,3
25957,-5,-1,0
25960,-2,-3,1
25963,-2,-1,-2
25966,-3,1,0
25969,-3,-2,4
25972,-2,1,0
25975,-3,0,2
25978,-2,0,0
25981,-3,-2,1
25984,-4,0,2
25987,-3,-1,1
25990,-3,-2,0
25993,-3,-1,0
25996,-1,-1,1
25999,-1,0,1
26002,-4,-2,0
26005,-2,-1,0
26008,-6,0,2
26011,-2,0,0
26014,-3,0,0
26017,-6,0,3
26020,-4,0,2
26022,-3,1,2
26025,-2,0,2
26028,-3,1,4
26032,-3,0,3
26034,-2,0,0
26038,-4,-1,-1
26041,-4,1,-3
26044,0,0,2
26047,-2,-2,1
26051,-3,-1,3
26054,-2,-1,0
26057,-2,0,0
26059,-3,2,2
26062,-3,0,-1
26065,-3,1,3
26068,-3,-2,-2
26072,-4,0,0
26075,-3,-3,2
26078,0,-1,1
26081,-2,1,2
26084,-4,-1,0
26087,-3,0,2
26090,-1,-2,0
26093,-3,-1,-1
26096,-6,-3,1
26099,-4,1,3
26102,-4,0,1
26105,-4,-1,2
26108,-3,-1,3
26111,-3,0,0
26114,-4,-2,2
26117,-3,2,-2
26120,-1,1,2
26123,-4,0,0
26127,-4,1,2
26129,-3,-1,2
26132,-3,-2,0
26135,-3,-4,1
26138,-6,-1,0
26141,-3,-1,1
26144,-2,-1,1
26147,-2,-1,0
26150,-4,0,0
26153,-3,-1,1
26156,-4,-1,0
26159,-2,-1,3
26162,-2,1,1
26165,-4,0,-1
26168,-5,-2,1
26171,-3,-1,-4
26174,-3,-1,1
26177,-3,0,0
26180,-1,-1,0
26183,-3,-2,0
26186,-2,-2,0
26189,-3,0,1
26192,-2,1,1
26195,-2,-3,4
26198,-2,0,2
26201,-4,1,2
26204,0,-2,2
26207,-1,2,0
26210,-3,0,1
26213,-3,-2,1
26216,-2,-1,1
26219,-5,-2,0
26222,-3,0,-2
26225,-4,-1,-1
26228,-3,0,1
26231,-2,0,-2
26234,-4,-1,2
26237,-3,0,2
26240,-4,-1,-1
26243,-6,-2,1
26246,-4,-2,3
26249,-3,0,2
26252,-4,0,2
26255,-3,0,1
26258,-2,0,-1
26261,-4,-2,2
26264,-5,-1,1
26267,-4,-2,2
26270,0,0,2
26272,-4,0,2
26275,-3,1,3
26278,-1,-1,-2
26281,-3,0,-1
26285,-1,-2,0
26288,-2,1,-1
26291,-3,0,0
26294,-4,-1,0
26297,-3,0,-3
26300,-3,0,-3
26303,-4,-1,1
26306,-2,-2,1
26309,-4,1,2
26312,-2,0,2
26315,-3,-1,1
26318,0,1,3
26321,-1,-2,1
26324,-2,-1,-2
26327,-3,1,1
26330,-4,1,1
26333,-2,-2,-1
26336,-3,1,4
26339,-4,0,2
26342,-3,0,0
26345,-3,-1,0
26348,-4,3,1
26351,-6,0,3
26354,-3,0,1
26356,0,0,1
26359,-4,-2,1
26362,-1,-1,0
26365,-1,0,2
26368,-4,0,1
26371,-6,-1,1
26374,-3,-1,2
26377,-3,-2,-2
26380,-4,2,3
26383,0,-1,3
26386,-5,1,1
26389,-3,1,-2
26392,-2,1,1
26395,-5,0,1
26398,-2,1,1
26401,0,-2,2
26404,-3,0,0
26407,-2,-1,1
26410,-4,1,2
26413,-4,1,3
26416,0,-2,1
26419,-1,-2,0
26422,-1,-1,-1
26425,-2,1,0
26428,-4,-1,2
26431,0,-2,2
26434,-4,-2,1
26437,-5,-3,0
26440,-1,-2,0
26443,-4,0,-1
26446,-4,-2,0
26449,-3,-1,1
26452,-4,2,2
26455,-1,0,0
26458,-1,-2,4
26461,-2,-1,1
26464,-3,1,2
26467,-4,0,1
26470,-3,0,0
26473,-2,0,1
26475,-3,0,1
26478,-4,0,3
26481,-4,0,0
26484,-4,1,1
26487,-2,0,0
26490,-2,0,0
26494,-3,1,3
26496,-3,0,3
26500,0,-1,2
26503,-2,-1,0
26506,0,-1,0
26509,-3,0,3
26512,-2,-2,1
26515,-3,1,0
26518,-4,0,1
26521,-4,-2,1
26524,-5,-1,0
26527,-4,-1,0
26530,-3,0,1
26533,-2,1,2
26536,-1,-1,1
26539,-2,0,1
26542,-3,0,2
26545,-3,-3,2
26548,0,1,0
26551,-3,0,1
26554,-5,-3,1
26557,-3,1,0
26560,-3,1,2
26563,-4,-1,2
26566,-4,0,-1
26569,-5,0,-1
26572,-3,0,1
26575,-4,-3,-1
26578,-3,-2,3
26581,-4,0,1
26584,-2,-1,0
26587,-1,0,3
26591,-5,0,0
26594,-3,0,0
26597,-2,-1,-1
26600,-4,0,2
26603,-4,-1,0
26606,-2,-1,3
26610,-2,0,0
26613,-1,0,3
26616,-1,-1,1
26619,-3,-2,1
26622,-3,0,2
26625,-3,-2,0
26628,-4,0,1
26631,-5,-3,1
26634,-3,0,-2
26637,-2,-1,0
26640,-3,-1,2
26643,-5,0,-1
26646,-3,0,1
26649,-5,0,0
26652,-4,-3,2
26655,-4,0,3
26658,-3,2,0
26660,-5,1,1
26663,-3,0,-2
26666,-2,-1,4
26669,-4,-3,1
26672,-3,-2,2
26675,-3,0,1
26678,-2,-1,0
26681,-7,-1,1
26684,-4,-1,2
26687,-2,-1,0
26690,-3,0,3
26693,-3,1,2
26696,-2,-1,2
26699,-4,0,1
26703,-4,0,2
26705,-2,-2,1
26708,-2,1,-1
26711,-4,0,1
26714,-4,-2,3
26717,-4,1,1
26720,-4,1,1
26724,-2,1,1
26726,-5,-2,2
26729,-4,0,0
26733,-4,0,0
26736,-3,-3,1
26739,-3,1,1
26741,-5,0,0
26744,-5,-1,2
26747,-6,-2,-1
26750,-4,1,1
26753,-5,1,-1
26756,-3,0,1
26759,-3,0,1
26762,-3,0,1
26765,-2,-1,-1
26768,-4,-2,1
26771,-3,-1,1
26774,-3,1,0
26777,-4,0,1
26780,-5,0,1
26783,-4,-1,3
26786,-4,0,2
26789,-1,-2,0
26792,-4,-2,0
26795,-3,-4,1
26798,-1,-2,2
26801,-3,-1,0
26804,-2,-1,1
26807,-3,-1,-1
26810,-3,0,5
26813,-5,0,1
26815,-3,0,-1
26819,-4,-2,3
26822,-2,-1,2
26825,-1,0,0
26828,-2,1,1
26831,-3,-1,-2
26834,-4,0,-1
26837,-7,0,-1
26840,-1,-1,2
26843,-4,-1,0
26846,-3,1,-1
26849,-3,0,2
26852,-4,-1,2
26855,-3,-3,2
26858,-4,0,2
26861,-2,0,0
26864,-3,-1,2
26867,-3,-1,1
26870,-5,0,-1
26873,-3,-1,0
26876,-1,2,1
26879,-3,1,2
26882,0,-1,0
26885,-3,-3,0
26888,-3,-3,0
26891,-2,0,2
26894,-3,0,2
26897,-3,-1,2
26900,-1,0,1
26903,-2,0,0
26906,-1,0,1
26909,-4,-1,0
26912,-5,-2,2
26915,-2,-3,2
26918,-2,0,2
26921,-3,0,1
26924,-3,0,2
26927,-4,-1,1
26930,-5,-2,1
26933,0,0,1
26936,-3,-2,2
26939,-4,1,1
26941,-1,-2,3
26944,-3,-1,-1
26947,-5,-2,2
26950,-2,-1,1
26953,-2,-1,1
26956,-4,0,2
26959,-1,-1,2
26962,-5,0,1
26965,-5,0,0
26968,-4,0,2
26971,-1,-1,-1
26974,-2,-1,2
26977,-3,0,0
26980,-1,0,-1
26983,-5,-1,3
26986,-3,0,2
26989,-3,-2,2
26992,-4,0,1
26995,-2,0,0
26998,-4,0,0
27001,-4,1,1
27004,-3,-2,0
27007,-5,4,1
27010,-3,0,2
27013,-2,0,0
27017,-5,0,2
27020,-4,1,2
27023,-4,0,-1
27026,-4,0,-1
27029,-4,-1,0
27032,-4,0,3
27036,-5,2,3
27039,-5,-2,3
27042,-3,-1,0
27045,-6,-1,0
27048,-2,-2,-1
27051,-5,-1,0
27054,-3,-1,2
27057,-4,0,-1
27060,-2,-1,2
27063,-4,-2,2
27066,-6,1,3
27069,0,0,1
27072,-1,1,2
27074,-2,0,1
27078,-3,0,3
27081,-4,-1,0
27084,-3,-1,0
27087,-3,-1,1
27090,-5,0,4
27093,-3,1,2
27096,-4,-2,1
27099,-3,0,1
27102,-4,0,-2
27105,-3,-1,1
27108,-5,-1,0
27111,-5,-1,1
27114,-4,-2,0
27117,-4,-2,0
27120,-2,0,0
27123,-2,1,-2
27126,-4,0,5
27128,-6,0,1
27131,-3,0,3
27134,-5,1,0
27137,-2,-2,1
27140,-3,-1,1
27143,-4,1,3
27146,0,-3,2
27149,-2,0,2
27152,-4,-2,0
27155,-3,1,2
27158,-4,-1,1
27161,-6,0,1
27164,-4,-1,1
27167,-5,-1,1
27170,-2,0,1
27173,-2,0,0
27176,-2,-1,1
27179,-5,-1,-2
27182,-3,-2,0
27185,-5,0,-2
27188,-3,-1,0
27191,-2,-3,1
27194,-3,-1,1
27197,0,1,2
27200,-4,-1,2
27203,-5,1,2
27206,-3,-1,2
27209,-3,-1,0
27212,-4,-1,2
27215,-3,-1,0
27218,-3,-2,0
27221,-2,0,1
27224,-4,-1,0
27227,-4,-1,1
27230,-2,-2,2
27233,-4,-1,1
27236,-2,0,1
27239,-6,-3,3
27242,-3,-1,0
27245,-1,1,1
27248,-3,-1,2
27251,-3,0,1
27254,-3,-1,2
27257,-4,0,0
27260,-3,0,3
27263,-3,-2,4
27266,-3,-2,0
27269,-3,-1,-1
27272,-4,0,0
27275,-4,-1,1
27278,-3,-1,1
27281,-3,1,-2
27284,-5,0,3
27287,-4,-2,0
27290,-5,0,0
27293,-3,1,2
27296,-6,1,2
27299,-4,-2,1
27302,-3,-2,0
27305,-3,-2,1
27308,-3,1,1
27311,-4,-1,4
27314,-3,0,-2
27317,0,-4,0
27320,-2,-2,-1
27323,0,0,0
27326,-5,-2,1
27329,-1,0,1
27332,-4,0,1
27335,-1,-1,1
27338,-4,1,2
27340,-3,-1,-1
27344,-4,-1,2
27347,-3,-1,-1
27350,-3,-1,2
27353,0,0,0
27355,-2,-2,3
27358,-3,-3,0
27361,-1,-1,-2
27364,-4,1,4
27367,-5,-2,2
27370,-5,-1,0
27373,-5,-2,1
27376,-5,1,2
27380,-5,-2,0
27383,-1,-1,-1
27386,-4,-1,-1
27389,-2,0,2
27392,-2,-1,1
27395,-5,-2,2
27398,0,1,2
27400,-3,0,3
27403,-1,-4,3
27406,-5,0,0
27409,-3,-1,1
27412,-6,0,1
27415,-1,-1,3
27418,-1,-2,1
27421,-3,-1,0
27424,-3,0,1
27427,-4,1,1
27430,-1,-3,3
27433,-3,-1,0
27436,-4,-1,1
27439,0,0,-3
27442,-3,-2,0
27445,-5,0,0
27448,-4,0,4
27451,-3,0,-1
27454,-3,-2,0
27457,-4,2,0
27460,-3,0,2
27463,-4,-2,-2
27466,-2,-1,1
27469,-3,0,0
27472,-6,0,0
27475,-5,-2,1
27478,-4,0,0
27481,-4,-2,0
27484,-3,0,1
27487,-4,-1,3
27490,-5,-2,2
27493,-2,0,1
27496,-2,0,2
27499,-2,-1,1
27502,-3,-2,1
27505,-4,-3,0
27508,-2,-1,-2
27511,-1,0,1
27514,-4,-4,-1
27517,-3,0,-2
27520,-2,-1,1
27523,-6,-1,0
27526,-3,-2,-1
27529,-4,-1,3
27532,-5,-3,1
27535,-3,-1,1
27538,-3,-1,1
27541,-3,-1,-1
27544,-3,0,2
27547,-3,-1,2
27550,-3,0,0
27553,-1,0,0
27556,-3,1,2
27559,-5,-2,0
27562,-2,0,1
27565,-5,-2,3
27568,-2,-2,0
27571,-4,-1,3
27574,-3,-2,1
27577,-5,0,0
27580,-4,0,0
27583,-3,-2,2
27586,-2,0,-1
27589,-4,0,4
27593,-1,-2,1
27596,-4,-1,3
27599,-4,0,1
27602,-2,1,2
27605,-3,-2,0
27608,-3,-4,1
27611,-2,0,1
27614,-4,-2,0
27617,-2,0,1
27620,-1,1,0
27623,-3,2,1
27626,-5,1,2
27629,-4,0,1
27631,-3,0,0
27635,-2,0,1
27638,-2,-2,0
27641,-4,-2,0
27644,-6,-1,-2
27647,-2,-4,2
27650,-2,0,-1
27653,-3,-1,0
27656,-6,0,1
27659,-4,-2,1
27662,-4,-2,3
27665,-2,-1,2
27668,-5,1,1
27671,-3,0,-1
27674,-4,-2,0
27677,-5,-1,4
27680,-4,1,2
27683,-3,-1,3
27686,-3,-1,0
27689,-6,0,0
27692,-2,3,2
27695,-5,-4,0
27698,-2,0,4
27701,-3,0,-1
27704,-2,0,1
27707,-3,0,2
27710,-3,-1,1
27713,-3,-2,0
27716,-4,0,0
27719,-4,-2,2
27722,-4,-2,2
27726,-3,1,2
27729,-3,-1,2
27732,-2,-1,2
27735,-3,-1,0
27738,-1,-1,1
27741,-2,-2,1
27744,-4,-1,1
27747,-2,1,3
27749,-6,1,-2
27752,-3,0,2
27755,-2,-2,0
27758,-2,2,1
27761,-3,-1,0
27764,-3,0,3
27767,-3,-2,-1
27770,-2,1,1
27773,-5,2,-1
27776,-3,1,2
27779,-1,0,1
27782,-5,-1,1
27785,-4,0,1
27788,-4,-1,1
27791,-1,1,1
27794,-3,-1,3
27797,-4,-3,3
27800,-4,-1,2
27803,-2,0,2
27805,-4,-2,1
27808,-4,-1,3
27811,-3,0,2
27814,-2,0,2
27817,-2,-1,1
27820,-5,0,2
27823,-5,-2,-1
27826,-4,-3,0
27829,0,-1,4
27832,-3,-1,0
27835,-2,-3,1
27838,-4,-1,0
27842,-3,-2,3
27845,-4,-2,0
27848,-5,-1,1
27851,-2,-2,1
27854,-4,-1,1
27857,-6,-2,2
27860,-2,-2,0
27863,-4,0,2
27866,-6,-1,0
27869,-4,-3,2
27872,-5,0,1
27875,-3,0,1
27878,-3,0,-4
27881,-4,-3,2
27884,-4,-1,1
27887,-3,-4,2
27890,-2,-1,2
27893,-1,0,2
27896,-2,-1,1
27899,-4,0,0
27902,-2,-1,1
27905,-3,1,4
27908,-3,-1,4
27911,-3,0,3
27913,-4,0,2
27916,-3,-3,2
27920,-4,1,1
27923,-3,-2,1
27926,0,1,1
27929,-5,0,4
27931,-2,1,0
27934,-2,-2,0
27937,-2,-1,0
27940,-1,-1,0
27943,-2,0,1
27946,0,0,2
27949,-2,-2,3
27952,-2,-3,-1
27955,-3,0,-3
27958,-1,-2,4
27961,-4,-2,0
27964,-2,-1,0
27967,-4,-2,2
27970,-3,-1,1
27973,-1,-2,1
27976,-6,1,0
27979,-5,-1,1
27982,-3,2,2
27985,-3,1,1
27988,-4,-1,0
27991,-4,-2,4
27994,-2,0,1
27997,-3,2,-2
28000,-5,-1,2
28003,-4,1,2
28005,-5,0,0
28008,-3,0,1
28011,-3,0,3
28015,-2,-1,1
28018,-2,1,0
28021,-3,-1,1
28024,-2,1,-2
28027,-6,-1,2
28030,-3,0,3
28033,-4,0,-1
28036,-4,0,1
28039,0,-1,-1
28042,-4,0,0
28045,-4,0,-1
28048,-3,0,0
28051,-2,-1,3
28054,-2,-3,2
28057,-3,-1,1
28060,-2,-1,-4
28063,-5,-3,0
28066,-4,-1,2
28069,-3,-3,0
28072,-5,-3,0
28075,-4,0,0
28078,0,-2,4
28080,-4,0,-1
28084,-1,-3,0
28087,-3,1,4
28089,-2,-1,3
28092,-3,0,3
28095,-1,-2,2
28098,-3,-1,2
28101,-5,-1,3
28104,-3,-2,0
28107,-4,0,3
28110,-3,0,-1
28113,-5,-1,1
28116,-4,0,3
28119,-5,2,0
28122,0,1,0
28125,-1,-2,3
28128,-3,1,3
28131,-3,-2,1
28134,-3,1,3
28137,-5,-3,-2
28140,-4,1,0
28143,-4,-1,0
28146,-1,0,1
28149,-4,0,1
28152,-3,0,0
28155,-4,0,-1
28158,-7,0,0
28161,-4,-1,-1
28164,-4,3,4
28167,-3,-1,0
28170,-4,0,2
28173,-3,-2,1
28176,-3,0,0
28179,-4,2,1
28182,-2,1,2
28185,-3,1,0
28188,-4,-1,-2
28191,-4,-3,2
28194,-3,0,1
28197,-4,-4,2
28200,-3,-2,1
28203,-5,1,0
28205,-3,0,1
28208,-4,0,1
28211,-2,-1,2
28214,-3,-2,1
28217,-3,-2,1
28220,-2,0,3
28223,-3,-1,2
28226,-3,0,2
28229,-2,-1,2
28232,-3,-1,2
28235,-5,0,2
28238,-5,0,0
28241,-2,-1,-1
28244,-3,-2,1
28247,-3,0,2
28250,-6,0,0
28253,-5,-1,0
28256,-4,-1,0
28259,-4,-1,-2
28262,-4,-3,1
28265,-3,-1,0
28268,-4,0,6
28271,-3,-1,0
28274,-3,-1,2
28277,-3,-3,1
28280,-3,0,1
28282,-4,0,0
28285,-3,0,2
28289,-5,-1,2
28292,-3,2,0
28295,-2,-1,1
28298,-5,-3,-1
28301,-4,0,-1
28304,-4,-1,1
28307,-5,-2,1
28310,-2,-2,0
28313,-3,-1,1
28316,-1,-2,1
28319,-4,-1,-2
28322,-4,-1,-1
28325,-3,-3,2
28328,-2,0,0
28331,-4,0,1
28334,-5,-1,1
28337,-3,0,1
28340,-3,0,0
28343,-3,1,-2
28346,-4,1,2
28349,-1,-2,1
28352,-4,-2,0
28355,0,-2,1
28358,-4,0,2
28361,-4,-1,2
28364,-3,-1,0
28367,-2,-1,1
28370,-2,0,-2
28373,-4,1,0
28376,-3,-3,0
28379,-3,0,1
28382,-4,-1,0
28385,-2,1,1
28388,-1,-1,0
28391,0,0,-1
28394,-4,0,0
28397,-5,-3,4
28400,-3,-1,3
28403,-3,-1,0
28406,-4,2,1
28408,-3,-2,2
28411,-2,0,2
28414,-3,1,0
28417,-5,1,1
28420,-3,-1,0
28423,-3,-3,0
28426,-3,1,3
28429,-3,-2,1
28432,-4,-2,0
28435,-1,-1,-1
28438,-1,1,1
28441,-3,-1,2
28444,-2,-1,0
28447,-1,-1,-2
28450,-1,2,2
28453,-4,0,2
28456,-2,0,-1
28459,-2,0,2
28461,-3,0,0
28464,-4,0,0
28467,-4,-2,1
28470,-2,0,3
28473,-2,2,-3
28477,-2,1,-1
28480,-4,-1,2
28483,-4,-1,3
28486,-2,0,0
28488,-5,0,-1
28491,-1,0,1
28494,-2,-1,0
28497,-3,0,0
28500,-2,-1,2
28503,-4,1,1
28506,-2,-1,1
28509,-3,-1,0
28512,-2,0,-1
28515,-3,2,1
28518,-3,0,1
28521,-5,-2,2
28524,-3,1,2
28527,-4,-1,0
28530,-5,-3,0
28533,-3,-2,0
28536,-3,0,1
28539,-4,-1,1
28542,-2,0,2
28545,-3,2,2
28548,-4,2,0
28551,-4,-1,-1
28555,-4,0,3
28558,-2,0,1
28561,-4,0,2
28564,-5,1,0
28567,-2,-1,1
28570,-3,-1,0
28573,-4,-1,0
28576,-3,-1,0
28579,-2,-1,4
28582,-1,-3,1
28585,-2,-2,-1
28588,-4,0,0
28590,-3,0,4
28593,-3,0,2
28596,-4,-1,0
28599,-2,0,2
28602,-7,1,0
28605,-3,-1,2
28608,-5,-2,0
28611,-4,0,-2
28614,-5,0,2
28617,-2,-2,1
28620,-5,-1,-1
28623,-1,0,3
28626,-4,-1,1
28629,-3,-2,-2
28632,-4,-4,-1
28635,-6,-2,0
28638,-3,-1,-1
28641,-3,0,2
28644,-3,-1,-1
28647,-4,-2,-1
28650,-4,-2,0
28653,-2,0,-2
28656,-3,-1,5
28659,-2,0,0
28662,-3,-1,1
28665,-4,-5,3
28668,-5,0,2
28671,-3,-3,3
28674,-5,0,0
28677,-3,0,0
28680,-1,-1,-4
28683,-3,0,0
28686,-4,-2,2
28689,-5,1,2
28692,-3,0,1
28695,-4,-1,2
28698,-4,-1,1
28701,-3,0,1
28704,-3,-2,0
28707,-3,1,2
28711,-3,-2,0
28714,-3,-2,2
28717,-3,-4,1
28720,-5,-1,0
28723,-4,0,0
28726,-6,0,1
28729,-5,0,0
28732,-3,2,-1
28735,-1,2,1
28737,-4,-4,1
28740,-2,0,3
28743,-3,-1,-1
28746,-4,-1,1
28749,-5,-2,2
28752,-4,-1,3
28755,-3,-2,0
28758,-3,0,0
28761,-2,0,-1
28764,-5,-1,2
28767,-5,-1,0
28770,-2,0,0
28773,-4,0,-1
28776,-2,-1,2
28779,-2,0,0
28783,-3,-1,1
28785,-4,-2,5
28788,-1,-1,0
28791,-2,0,1
28794,-3,1,1
28797,-4,-2,1
28800,-3,-2,1
28804,-6,-1,0
28807,-6,-2,3
28810,-4,-1,1
28813,-7,0,-1
28816,-5,-5,0
28819,-5,1,3
28821,-3,0,-2
28825,-4,-2,-2
28828,-2,-4,0
28831,-4,0,3
28834,-3,-1,1
28837,-1,0,3
28840,-3,-1,2
28844,-2,-2,1
28847,-2,-2,-1
28850,-4,-1,-1
28853,-2,-1,0
28856,-1,-1,1
28859,0,1,1
28862,-1,0,1
28865,-4,-2,1
28868,-2,-1,0
28871,-3,1,-1
28874,-3,-1,4
28877,-3,-2,1
28880,-4,0,1
28882,-2,-1,1
28886,-3,-3,0
28889,-2,-1,3
28892,-1,-1,0
28895,-4,1,1
28898,-1,0,0
28901,-5,-1,1
28904,-1,-1,2
28907,-5,-1,1
28910,-2,0,1
28913,-2,0,-1
28916,-3,0,2
28919,-3,0,3
28922,-2,-1,3
28925,-3,-2,2
28928,-3,0,1
28931,-2,-3,1
28934,-1,-1,2
28937,-4,-1,0
28940,-2,0,3
28943,-3,0,2
28946,-3,-1,-1
28949,-3,-1,0
28952,-3,-2,-2
28955,-4,-2,0
28958,-4,-2,1
28961,-4,0,0
28964,-5,0,-1
28967,-1,1,3
28970,-3,-1,0
28973,-4,0,2
28976,-2,-1,3
28979,-2,0,0
28982,-5,-2,3
28985,-2,-1,0
28988,-4,0,0
28991,-3,2,3
28994,-3,0,2
28997,-4,-1,2
29000,-5,-1,3
29003,-4,0,0
29006,-4,1,2
29008,-4,1,1
29011,-4,1,3
29014,-3,0,0
29017,-6,0,-1
29020,-5,0,2
29023,-3,0,2
29026,-3,-1,0
29029,-1,-2,2
29032,-3,0,0
29035,-7,-1,1
29038,-1,-3,0
29041,-4,-1,-2
29044,0,0,1
29047,-4,0,0
29050,-3,-2,0
29053,-3,-1,3
29056,-4,0,3
29059,-3,-1,0
29062,-3,-1,1
29065,-3,-1,-1
29068,-6,-2,-2
29071,-2,0,2
29074,-4,-1,0
29077,-3,-2,0
29080,-5,0,0
29083,-5,0,-1
29086,-6,1,1
29089,-4,1,1
29092,-4,0,-1
29095,-5,0,0
29098,-2,-2,0
29101,-5,0,0
29104,-4,0,-1
29107,-3,0,0
29110,-2,1,3
29113,-2,-2,2
29116,-3,-1,1
29119,-2,-1,-1
29122,-3,-2,0
29125,-3,-2,0
29128,-4,1,1
29131,-3,-1,1
29134,1,0,0
29137,-3,-1,0
29140,-3,-3,1
29142,-4,0,2
29145,-3,-2,-1
29148,-5,2,2
29151,-5,-1,2
29154,-2,1,2
29157,-3,-3,0
29160,-4,0,1
29163,-4,1,0
29166,-4,-2,2
29169,-2,-1,0
29172,-4,0,3
29175,-2,1,2
29178,-4,1,1
29181,-3,-3,2
29184,0,0,0
29187,-2,0,-1
29190,-4,0,1
29193,-5,-1,2
29196,-4,1,1
29199,-3,0,0
29202,-5,-1,0
29205,-1,0,1
29207,-3,-1,0
29210,-2,0,0
29213,-2,0,4
29216,-4,0,0
29219,-5,-1,2
29222,-3,0,0
29225,-3,0,2
29228,-4,-1,3
29231,-5,2,1
29234,-3,0,2
29237,-3,-1,0
29240,-4,-1,2
29243,-3,2,1
29246,-3,-2,0
29249,-3,-2,1
29252,-6,-1,3
29255,-3,-1,3
29258,-2,0,0
29261,-4,0,0
29264,-4,0,2
29267,-2,-1,2
29270,-5,-2,1
29273,-4,-1,0
29276,-3,0,2
29279,-5,-2,0
29282,-3,-1,1
29285,-4,1,2
29288,-1,-2,1
