0,-451,60,124
2,-348,79,154
5,-257,105,238
8,-253,67,254
11,-249,45,241
14,-218,-239,163
17,-127,-352,-82
20,-131,-298,-49
23,-143,-60,-10
26,-143,36,-10
29,-166,64,90
32,-158,-47,-37
35,-224,312,963
38,2,103,-423
41,47,-28,-538
44,139,-179,-540
47,36,-290,-236
50,-43,-259,-191
53,-182,-70,135
56,-141,41,54
59,-168,50,120
62,-216,-5,252
65,-215,39,181
68,-146,56,51
71,-122,-123,44
74,-153,-159,82
77,-138,-132,29
80,-104,-60,-60
83,-125,-83,13
86,-317,-65,309
89,17,274,-295
92,-52,32,-187
95,-114,-213,0
98,-140,-319,48
101,-55,-96,-186
104,-101,-55,-63
107,-133,67,21
110,-121,50,-7
113,-131,-45,19
116,-168,-96,131
119,-154,-94,89
122,-137,-25,30
125,-145,-9,58
128,-143,10,-17
131,-103,-39,-60
134,-110,-91,-42
137,-108,-130,-46
140,-99,-93,-70
143,-113,-42,-33
146,-122,-25,-7
150,-125,-33,0
153,-76,-113,-98
156,-132,-56,0
159,-142,9,37
162,-116,3,-29
165,-132,-47,5
168,-146,-60,46
171,-152,-35,68
174,-149,-28,56
177,-143,-30,45
180,-128,-41,-2
183,-123,-52,-16
186,-123,-51,-21
189,-125,-49,-17
192,-131,-44,1
195,-135,-40,3
198,-130,-35,-8
201,-128,-37,-15
204,-127,-46,-17
207,-128,-43,-27
210,-129,-38,-17
213,-139,-12,6
216,-140,0,28
219,-50,28,100
222,-26,30,86
225,-3,-33,76
228,-170,18,113
231,-353,91,122
234,-272,19,51
237,-314,-98,14
240,-170,-169,42
243,-154,-172,52
246,-146,-86,43
249,-162,54,73
251,-159,65,89
254,-168,31,107
257,-268,-270,787
260,-118,329,-350
263,12,-41,-361
266,-77,-242,-122
269,45,-68,-448
272,-42,-411,-232
275,-191,-178,-26
278,-113,-11,-23
281,-124,38,8
284,-150,-36,212
287,-200,6,218
290,-183,31,156
293,-156,41,80
296,-145,-16,51
299,-151,-129,79
302,-111,-39,-37
305,-81,-28,-130
308,-81,-61,-116
311,-92,-116,-89
314,-78,-120,-120
317,-79,-83,-111
320,-106,-48,9
323,-134,-24,27
326,-135,-8,30
329,-158,-4,93
332,-162,-22,103
335,-150,-28,74
338,-147,-24,58
341,-141,-26,51
344,-126,-34,-1
347,-110,-50,-39
350,-102,-89,-64
353,-100,-97,-67
356,-99,-77,-68
359,-106,-62,-51
362,-113,-38,0
365,-132,-35,13
368,-135,-37,32
371,-145,-33,63
374,-146,-27,59
377,-140,-17,48
380,-140,-23,41
383,-133,-42,22
387,-118,-55,-18
390,-114,-78,-37
393,-110,-74,-45
396,-105,-57,-48
399,-112,-53,-32
402,-119,-49,-16
405,-128,-50,10
408,-134,-44,22
411,-133,-827,-3088
414,1558,-297,-5355
417,-610,-1148,-6658
420,-1980,2591,-2238
423,-1313,-411,-308
426,255,-1156,675
429,-165,-594,25
432,-157,-155,6
435,-174,-14,8
438,-163,5,-14
441,-193,-247,-101
444,-198,186,-98
447,-160,-61,-2
450,-164,-151,-3
454,-166,-194,0
457,-161,-136,1
460,-162,-172,0
463,-164,-83,-10
466,-163,-151,3
469,-164,-134,0
472,-164,-112,-1
475,-164,-83,-6
478,-165,-70,-2
481,-164,-31,0
484,-164,-16,0
487,-166,5,-6
490,-167,-36,1
493,-164,-76,4
496,-165,-95,6
499,-165,-110,8
502,-167,-114,13
505,-244,-121,234
508,-380,645,583
511,-209,630,-431
514,-6,-448,-237
517,-139,-292,-54
520,-177,-309,65
523,-113,-101,-109
526,-163,-48,34
529,-198,79,150
532,-198,120,143
535,-182,120,104
538,-128,-31,14
541,-83,-315,451
544,-314,41,-433
547,7,-131,-446
550,131,-29,-754
553,11,-244,-386
556,-69,-269,-135
559,-166,-83,110
562,-127,105,-4
565,-133,154,5
568,-212,44,237
571,-231,-32,290
575,-173,7,124
578,-132,-56,-24
581,-138,-116,24
584,-135,-128,25
587,-99,-115,-73
590,-108,-111,-42
593,-94,-20,102
596,-321,-15,204
599,-67,107,-200
602,-84,7,-132
605,-128,-204,26
608,-69,-190,-135
611,-61,-106,-164
614,-150,-30,71
617,-137,49,27
620,-121,30,45
623,-155,-44,94
626,-169,-97,87
629,-134,-55,28
632,-133,-31,26
635,-141,-7,47
638,-117,-2,-22
641,-103,-90,-54
644,-108,-124,-36
647,-93,-101,-78
650,-94,-65,-77
653,-107,-38,18
656,-123,-32,-3
659,-124,-37,-1
662,-141,-62,50
666,-145,-62,63
669,-140,-24,44
672,-139,-10,45
675,-140,-26,28
678,-125,-47,2
681,-120,-65,-15
684,1904,826,-8941
687,1477,2499,-112
689,-1888,901,-1370
692,-1219,196,-981
695,609,-4054,2291
698,-176,-471,6
701,-165,-434,-2
704,-172,-126,-25
707,-148,16,-27
710,-171,-31,-40
713,-159,17,-25
716,-164,-141,-15
719,-166,-250,-13
723,-163,-261,-11
726,-167,-297,-5
729,-166,-365,-6
732,-165,-176,-8
735,-165,-341,-5
738,-173,-429,-148
741,-268,-276,254
744,-315,70,388
747,-292,156,345
750,-287,188,325
752,-284,-721,209
756,-272,-272,83
759,-152,1172,-595
762,70,1283,580
765,117,258,-271
768,-79,1032,-830
771,80,-281,-885
774,76,-329,164
777,21,-699,256
780,-83,-55,-29
783,-154,-212,-59
786,-259,-205,139
789,-206,-74,215
792,-174,72,129
795,-155,96,76
798,-145,59,58
801,-141,-34,51
804,-203,-250,201
807,-61,-47,-151
810,-74,-12,-132
813,-83,-62,-106
816,-78,-97,-119
819,-71,-73,-135
822,-93,-110,21
825,-123,-85,5
828,-122,19,4
831,-149,16,77
834,-160,-6,108
837,-155,-23,72
840,-140,-31,51
843,-141,-48,60
846,-129,-45,11
849,-110,-42,-33
852,-105,-65,-52
855,-104,-85,-55
858,-97,-88,-72
861,-100,-80,-59
864,-114,-56,-8
868,-123,-43,-4
871,-126,-34,6
874,-140,-31,49
877,-141,-35,53
880,-139,-35,48
883,-138,-33,45
886,-134,-39,16
889,-123,-44,-1
892,-116,-69,-18
895,-111,-74,-30
898,-107,-75,-43
