0,-39,94,-71
3,23,117,-174
6,-61,-6,-227
10,-120,-11,-310
13,-7,158,-490
16,136,248,-549
19,218,-45,-154
22,166,-29,149
24,134,-1,-57
28,-5,-35,-430
31,-72,18,-783
34,-158,83,-786
37,-107,-9,-676
40,49,-43,-179
43,145,24,44
46,193,33,3
49,87,70,-109
52,-10,102,-122
55,-60,101,8
58,-56,75,10
61,-97,90,-101
65,-161,152,-205
68,-117,167,-395
71,-10,177,-393
74,31,127,-248
78,152,-12,-179
81,201,-243,-421
84,87,-224,-664
87,66,-253,-735
90,-34,-203,-466
93,-60,-112,-315
96,-54,38,-59
99,-15,110,-9
102,-35,189,3
105,-77,329,-45
108,-73,363,-8
111,-64,335,55
114,22,258,50
117,67,224,-10
120,62,109,-348
123,64,15,-448
126,65,-65,-498
129,141,-180,-525
132,164,-232,-477
135,82,-215,-420
138,18,-161,-409
141,-53,-151,-404
144,-145,-69,-312
147,-162,-24,-231
150,-122,102,-109
153,-108,165,-81
156,-92,285,-18
159,-52,295,-13
162,0,243,-34
165,77,207,-114
168,106,148,-131
171,106,100,-173
174,113,-39,-297
177,112,-81,-372
180,112,-4,-460
183,103,-2,-457
186,92,-49,-354
189,-7,-36,-314
192,-69,-49,-268
195,-145,-86,-258
198,-163,-76,-260
202,-126,10,-233
205,-84,56,-202
208,-46,89,-154
211,34,122,-145
213,76,114,-150
216,133,129,-158
219,144,119,-180
222,120,106,-206
225,29,69,-255
228,-5,53,-304
231,-18,57,-338
234,-10,41,-321
237,-13,13,-267
240,-18,20,-192
243,-25,15,-195
246,-21,-7,-222
249,-23,-49,-279
252,-27,-44,-282
255,-20,-37,-287
258,-3,-23,-286
261,19,59,-264
265,46,102,-253
268,57,123,-219
271,58,109,-211
274,35,81,-147
278,-13,61,-176
281,-24,69,-179
284,0,72,-221
287,8,93,-232
289,1,100,-219
292,2,58,-230
295,7,17,-242
298,0,-32,-266
301,-15,-49,-285
304,-9,-61,-374
307,-9,-56,-343
311,-2,-11,-326
314,31,53,-289
317,45,67,-257
319,53,67,-187
323,40,44,-155
326,27,55,-151
329,-16,72,-196
332,-34,87,-224
335,-42,95,-262
338,-30,92,-253
341,-13,90,-211
344,18,96,-197
347,29,95,-201
350,36,26,-254
353,32,-11,-282
356,29,-112,-300
359,8,-97,-285
362,-6,-76,-275
365,6,2,-278
368,10,41,-272
371,3,73,-241
375,-2,99,-233
378,-2,98,-219
381,-8,58,-222
384,-17,37,-230
387,10,43,-230
390,29,58,-224
393,35,95,-225
396,36,114,-215
399,31,117,-202
402,8,43,-219
405,-7,7,-229
408,-21,-6,-241
411,-35,-10,-271
414,-30,-9,-281
417,-1,-12,-294
420,17,-11,-303
423,30,21,-271
426,43,29,-247
429,40,31,-233
432,39,23,-232
435,9,48,-229
438,-9,66,-247
441,-18,78,-261
444,-11,89,-242
447,-11,96,-183
450,0,98,-165
453,8,96,-160
455,6,88,-192
458,2,65,-223
461,7,26,-251
464,17,-49,-281
467,26,-64,-281
470,29,-54,-294
474,29,3,-306
477,20,21,-295
480,2,28,-276
483,-4,32,-247
486,-16,26,-246
489,-26,39,-239
492,-14,75,-232
495,10,73,-227
498,26,76,-150
502,36,111,-185
504,35,109,-183
507,11,83,-189
510,-4,57,-205
513,-13,32,-244
516,-16,12,-264
519,-13,9,-275
522,2,-10,-300
525,13,-18,-308
528,22,-31,-294
531,28,-23,-276
534,29,3,-262
537,17,44,-244
540,6,60,-238
543,-6,70,-241
546,-9,51,-240
549,-14,59,-234
552,-4,83,-211
555,9,92,-191
558,11,98,-184
561,6,98,-187
564,5,79,-196
567,6,60,-224
570,13,25,-254
573,17,10,-255
576,21,-5,-268
579,21,-37,-291
582,14,-39,-297
586,2,-11,-294
589,0,67,-258
592,-9,35,-244
595,-11,51,-258
598,-8,70,-262
601,6,78,-257
604,32,73,-226
607,36,64,-197
610,30,64,-175
613,18,73,-174
616,8,81,-185
619,-5,93,-202
622,-24,70,-231
625,-22,44,-244
628,-12,6,-277
631,0,-13,-290
634,13,-29,-302
