0,-5,-43,-5
3,-7,-31,-12
7,-7,-18,-11
10,-8,56,-8
13,-21,9,3
15,-24,10,10
18,-29,6,10
22,-34,14,11
25,-36,32,10
28,-29,27,6
31,-383,862,259
34,6000,-4431,795
37,7976,1072,30
41,-5285,-2080,-5134
44,3967,-8002,-6700
47,7696,6051,-628
49,-1339,7996,-248
52,-7775,7996,5690
55,-1984,7996,6438
58,3247,-7957,6784
61,2025,-8002,6928
64,-420,-1819,5061
67,635,-7120,-3149
70,1590,-5216,-4332
73,-438,-5317,-1593
76,-5324,7996,-2465
79,-2597,882,-373
82,1800,-8002,1159
85,3168,-5699,1957
88,1491,-5479,1978
90,-989,-1451,1030
93,-1183,2905,1899
96,-1599,6360,-725
100,-661,6514,395
103,90,-1973,1560
106,1511,-5397,330
109,568,347,1730
112,-507,2148,591
115,-1168,3206,-102
119,-1030,2656,-203
122,-893,-662,-265
125,-28,-1216,141
128,97,-1187,284
131,-440,-628,-1306
134,-592,525,-1581
137,-319,1396,-942
140,-229,404,-903
143,-116,-1367,-906
146,-502,-1583,-976
149,-773,-1473,-1160
152,-858,104,-831
155,-919,580,-613
158,-713,72,146
161,-837,292,494
163,-825,555,536
166,-389,513,470
169,-247,-133,413
172,-184,636,1058
176,-599,615,1438
179,-806,-740,1223
182,-701,-764,806
185,-582,-824,416
188,-113,-125,-475
191,-44,376,-754
194,-103,571,-1145
197,-55,698,-1078
200,-136,14,-743
203,-360,-576,-929
206,-464,-184,-1571
209,-551,432,-2263
212,-504,79,-1799
215,-502,721,-246
218,-535,283,458
221,-321,-373,786
224,-181,-566,664
227,-151,-982,668
230,-95,-752,536
233,-69,250,484
235,11,335,631
238,-217,530,882
241,-257,687,1050
244,-289,607,1034
247,-290,499,584
250,-344,-180,610
253,-150,-222,585
256,-72,467,525
259,-41,743,537
262,-91,458,406
265,-62,127,313
268,118,-305,203
270,135,-448,12
273,49,-580,-148
276,-53,-681,-586
279,-47,-582,-971
283,74,-341,-1581
286,88,-281,-1648
289,123,-345,-1039
292,112,-178,-512
295,51,260,-165
298,-67,79,255
301,-164,-412,350
304,-168,-444,266
307,-117,218,326
310,-61,646,423
313,73,783,510
316,150,560,474
319,108,208,418
322,106,-567,252
325,176,-729,134
328,174,-659,11
331,56,-5,-353
334,-1,503,-447
337,-3,736,-477
340,-21,280,-391
343,-56,-61,-289
346,-180,-689,-131
349,-165,-742,-92
352,-52,-220,45
355,-28,3,111
358,-84,143,130
360,-172,156,120
363,-64,77,97
366,25,-21,83
369,33,-43,108
372,-31,-66,106
375,-92,90,151
378,-65,101,122
381,-7,33,45
384,133,-5,-107
387,135,83,-132
389,65,137,-119
392,-86,151,42
395,-98,50,145
398,-82,-278,201
401,5,-313,130
404,32,-261,-12
407,-14,-207,-198
410,-90,-144,-172
413,-266,144,-76
416,-274,229,-65
419,-179,5,-53
423,128,-137,-35
426,208,-76,22
428,209,-48,31
431,137,-23,-8
434,40,-75,-71
437,20,59,-74
440,10,188,-45
443,-18,84,13
446,10,-60,29
449,-1,-41,127
452,-149,-89,103
455,-177,-188,67
458,-142,-212,53
461,-102,-78,19
464,11,-6,-50
467,10,-27,-29
470,-11,-4,39
473,-136,172,133
475,-130,68,86
478,-49,-275,-23
481,130,-239,-106
484,139,-119,-183
487,82,-17,-216
490,24,15,-164
493,-32,110,-37
496,-51,205,5
499,-42,215,68
502,-88,-18,215
505,-103,-104,219
508,-107,-132,90
511,-24,-149,-10
514,24,-144,-106
517,74,-51,-189
520,50,33,-159
523,1,44,-104
526,-44,-45,4
529,-9,-190,123
532,-27,-180,134
535,-38,-128,120
538,-20,4,53
541,12,82,10
544,31,167,-22
547,-4,115,-57
550,-9,28,-45
553,-54,-17,-30
556,-74,0,-36
559,-80,-164,-67
562,-63,-287,-63
565,-46,-204,-26
568,-29,-73,53
571,-25,1,81
574,-20,58,99
577,-22,80,64
579,-36,26,20
583,-28,-51,-40
586,-34,-16,-48
589,-34,104,-56
592,16,105,-69
595,140,25,-41
598,120,-47,-18
601,56,-93,13
604,-29,-88,30
607,-39,-104,34
610,-47,-78,7
613,-43,-62,-28
616,-41,-151,-48
619,-58,-175,-36
622,-79,-90,9
625,-110,-10,39
628,-89,57,78
631,-47,107,95
633,-31,72,73
