0,187,491,280,1350.0
4,-48,557,105,519.3333333333333
7,-102,58,-167,478.0
10,-58,-206,-162,421.66666666666663
13,-44,-113,52,401.75
16,-14,-61,48,375.33333333333337
19,13,-58,-86,352.94444444444446
22,-21,-121,-80,338.57142857142856
25,-73,-132,104,330.5
28,24,-333,340,327.44444444444446
31,37,-94,263,337.93333333333334
34,61,-22,61,337.33333333333337
38,41,-152,-213,329.8888888888889
41,29,-156,-101,330.30769230769226
44,42,-37,79,327.8095238095238
47,74,199,17,322.8
50,62,243,-202,321.1666666666667
53,29,123,-83,323.98039215686276
57,-81,39,48,321.44444444444446
59,-126,-88,54,318.0
62,-227,-20,-44,316.56666666666666
65,-132,42,-20,315.63492063492066
68,111,107,-55,313.3181818181818
71,116,79,12,312.3478260869565
74,78,-131,111,310.5416666666667
77,58,-269,146,310.38666666666666
80,67,-351,41,312.20512820512823
83,57,-262,-100,313.71604938271605
86,35,-69,-13,314.64285714285717
89,-21,63,4,312.0344827586207
92,-176,231,-76,309.27777777777777
95,-180,124,-37,310.9462365591398
98,130,-305,119,311.03125
101,241,-218,61,313.26262626262627
103,229,-67,-35,315.02941176470586
106,-16,272,-27,314.8952380952381
109,-113,240,-26,314.6203703703704
112,-190,62,-3,314.93693693693695
116,-96,77,1,314.14912280701753
119,-6,71,-42,312.70940170940173
122,88,83,-73,310.8833333333333
124,101,-51,-30,310.1626016260163
127,42,-400,51,308.984126984127
130,-6,-314,53,310.27131782945736
133,-68,-79,47,310.59090909090907
136,-55,71,16,309.57037037037037
139,-52,86,54,308.2173913043478
142,12,64,25,307.27659574468083
145,74,-19,3,305.74305555555554
148,26,-55,12,304.23809523809524
152,-5,-35,35,302.7733333333333
155,15,7,-62,301.2483660130719
158,58,95,-129,299.8397435897436
161,33,19,-85,299.7295597484277
164,-58,29,18,298.7283950617284
167,-121,3,75,297.56969696969696
170,-68,24,43,297.01190476190476
173,10,3,29,296.09941520467834
175,83,35,35,294.68390804597703
178,27,77,-23,293.94350282485874
181,-13,-78,-99,293.0833333333333
184,-55,-233,31,292.59562841530055
188,-39,-276,121,292.81720430107526
191,162,36,-44,293.6507936507937
193,94,118,-118,293.4479166666667
196,2,199,-33,293.7025641025641
199,-59,-51,103,293.4646464646465
